node_name	condition
117	Susceptible
526	Susceptible
864	Susceptible
899	Susceptible
919	Susceptible
1125	Susceptible
1283	Susceptible
1458	Susceptible
1542	Susceptible
1549	Susceptible
1620	Infectious
1708	Susceptible
1829	Susceptible
2004	Susceptible
2029	Susceptible
2038	Infectious
2070	Susceptible
2129	Susceptible
2175	Susceptible
3442	Susceptible
3477	Susceptible
3700	Susceptible
4569	Susceptible
4948	Susceptible
5041	Susceptible
5196	Susceptible
5230	Susceptible
5336	Susceptible
5522	Susceptible
6019	Infectious
6452	Susceptible
6961	Susceptible
7048	Susceptible
7131	Susceptible
7135	Susceptible
7199	Susceptible
7442	Infectious
7551	Susceptible
7681	Susceptible
7698	Infectious
8280	Susceptible
8690	Susceptible
8691	Susceptible
8919	Susceptible
9030	Susceptible
9185	Susceptible
9626	Susceptible
9631	Susceptible
9842	Susceptible
10429	Susceptible
11060	Susceptible
11127	Susceptible
11157	Susceptible
11256	Susceptible
11257	Susceptible
11359	Susceptible
11583	Susceptible
11728	Susceptible
11897	Infectious
12223	Susceptible
12281	Susceptible
12707	Susceptible
12719	Susceptible
13178	Susceptible
13391	Susceptible
13589	Susceptible
13752	Susceptible
14023	Susceptible
14547	Susceptible
14663	Susceptible
14727	Susceptible
15043	Susceptible
15215	Susceptible
15311	Susceptible
15429	Susceptible
16138	Susceptible
16152	Susceptible
16313	Susceptible
16705	Susceptible
16742	Susceptible
16857	Susceptible
16891	Susceptible
17185	Infectious
17544	Susceptible
17719	Susceptible
17949	Infectious
18301	Infectious
18380	Susceptible
18383	Susceptible
18409	Susceptible
18876	Susceptible
18882	Susceptible
19011	Susceptible
19086	Susceptible
19470	Susceptible
19506	Susceptible
19717	Susceptible
19795	Susceptible
19828	Susceptible
19842	Susceptible
20088	Susceptible
20236	Susceptible
20252	Susceptible
20515	Susceptible
20542	Susceptible
20550	Susceptible
20574	Susceptible
20584	Susceptible
20752	Susceptible
21325	Susceptible
21428	Infectious
21518	Susceptible
21615	Susceptible
22132	Susceptible
22255	Susceptible
22442	Susceptible
22465	Infectious
22617	Susceptible
22675	Infectious
22774	Susceptible
22901	Susceptible
23016	Infectious
23432	Susceptible
23511	Susceptible
24097	Susceptible
24248	Susceptible
24716	Susceptible
25265	Susceptible
25487	Susceptible
25564	Susceptible
25735	Susceptible
25789	Susceptible
26072	Susceptible
26489	Susceptible
26601	Susceptible
26658	Susceptible
26660	Susceptible
26799	Susceptible
27114	Susceptible
27291	Susceptible
27379	Susceptible
27413	Susceptible
27425	Susceptible
27813	Susceptible
27903	Susceptible
28068	Susceptible
28075	Infectious
28170	Susceptible
28318	Susceptible
28761	Susceptible
28922	Infectious
28942	Susceptible
29011	Susceptible
29012	Infectious
29202	Susceptible
29359	Susceptible
29416	Susceptible
29511	Susceptible
29514	Susceptible
29639	Susceptible
29710	Infectious
29993	Susceptible
