node_name	condition
36	Susceptible
40	Susceptible
48	Susceptible
65	Infectious
99	Susceptible
114	Susceptible
208	Susceptible
325	Susceptible
677	Susceptible
693	Susceptible
703	Susceptible
950	Susceptible
1064	Susceptible
1075	Susceptible
1111	Susceptible
1156	Susceptible
1300	Infectious
1371	Infectious
1535	Infectious
1538	Susceptible
1539	Susceptible
1545	Susceptible
1585	Infectious
1640	Susceptible
1719	Infectious
1877	Susceptible
1939	Susceptible
2109	Susceptible
2196	Susceptible
2223	Susceptible
2229	Susceptible
2302	Infectious
2355	Susceptible
2362	Susceptible
2452	Infectious
2455	Susceptible
2486	Susceptible
2499	Susceptible
2547	Susceptible
2592	Susceptible
2645	Susceptible
2790	Susceptible
3222	Susceptible
3394	Infectious
3419	Susceptible
3428	Infectious
3479	Susceptible
3488	Susceptible
3561	Susceptible
3567	Susceptible
3577	Susceptible
3645	Susceptible
3677	Susceptible
3681	Infectious
3746	Infectious
3760	Susceptible
3788	Susceptible
3935	Susceptible
4043	Susceptible
4109	Susceptible
4215	Susceptible
4372	Susceptible
4465	Susceptible
4470	Susceptible
4503	Susceptible
4556	Susceptible
4665	Susceptible
4747	Susceptible
4773	Infectious
4784	Susceptible
4902	Susceptible
4929	Infectious
4931	Susceptible
4968	Susceptible
5000	Susceptible
5095	Infectious
5283	Susceptible
5313	Susceptible
5350	Susceptible
5360	Susceptible
5547	Susceptible
5642	Susceptible
5689	Susceptible
5829	Susceptible
6039	Susceptible
6159	Susceptible
6376	Susceptible
6653	Susceptible
6722	Susceptible
6805	Susceptible
6828	Susceptible
6859	Susceptible
6935	Susceptible
6987	Susceptible
7052	Susceptible
7094	Susceptible
7157	Susceptible
7206	Infectious
7212	Infectious
7422	Susceptible
7475	Susceptible
7489	Susceptible
7612	Susceptible
7667	Susceptible
7715	Susceptible
7729	Susceptible
7732	Susceptible
7754	Susceptible
7767	Susceptible
7802	Susceptible
7806	Susceptible
7821	Susceptible
8046	Infectious
8170	Susceptible
8176	Infectious
8221	Susceptible
8225	Susceptible
8396	Susceptible
8403	Susceptible
8467	Susceptible
8540	Susceptible
8565	Infectious
8601	Susceptible
8652	Susceptible
8659	Susceptible
8736	Susceptible
8765	Susceptible
9106	Susceptible
9229	Susceptible
9243	Susceptible
9250	Susceptible
9440	Susceptible
9468	Susceptible
9570	Susceptible
9622	Susceptible
9623	Susceptible
9629	Susceptible
9757	Susceptible
9764	Susceptible
9827	Infectious
9891	Susceptible
10220	Susceptible
10279	Susceptible
10301	Susceptible
10342	Infectious
10359	Infectious
10360	Susceptible
10400	Susceptible
10405	Infectious
10409	Susceptible
10419	Susceptible
10423	Susceptible
10563	Susceptible
10704	Susceptible
10747	Susceptible
10790	Susceptible
10858	Susceptible
10885	Susceptible
10895	Susceptible
10937	Susceptible
11042	Susceptible
11069	Infectious
11073	Susceptible
11106	Susceptible
11183	Susceptible
11330	Susceptible
11344	Susceptible
11436	Susceptible
11537	Infectious
11585	Infectious
11619	Infectious
11658	Infectious
11694	Susceptible
11811	Susceptible
11977	Susceptible
12080	Susceptible
12252	Susceptible
12267	Infectious
12328	Susceptible
12396	Susceptible
12411	Susceptible
12415	Susceptible
12474	Susceptible
12501	Susceptible
12532	Susceptible
12575	Susceptible
12596	Susceptible
12626	Susceptible
12632	Susceptible
12652	Susceptible
12669	Susceptible
12723	Susceptible
12769	Susceptible
12776	Susceptible
12838	Susceptible
12901	Susceptible
13258	Susceptible
13349	Susceptible
13381	Susceptible
13479	Susceptible
13545	Susceptible
13619	Susceptible
13732	Susceptible
13745	Susceptible
13748	Susceptible
13766	Susceptible
13803	Susceptible
14214	Susceptible
14232	Infectious
14285	Infectious
14326	Susceptible
14332	Susceptible
14656	Susceptible
14661	Susceptible
14712	Susceptible
14787	Infectious
14853	Susceptible
14879	Susceptible
14916	Susceptible
