node_name	condition
58	Susceptible
349	Susceptible
455	Susceptible
502	Susceptible
520	Susceptible
596	Susceptible
910	Susceptible
1133	Susceptible
1155	Susceptible
2163	Infectious
2316	Susceptible
2492	Infectious
2493	Susceptible
3023	Susceptible
3158	Susceptible
3161	Susceptible
3414	Susceptible
3580	Susceptible
3915	Susceptible
3987	Susceptible
4064	Susceptible
4168	Susceptible
4303	Infectious
4384	Susceptible
4464	Susceptible
4669	Susceptible
5236	Susceptible
5406	Susceptible
5655	Infectious
5746	Infectious
6013	Susceptible
6038	Infectious
6147	Susceptible
6277	Infectious
6290	Susceptible
6384	Infectious
6709	Susceptible
6813	Susceptible
6841	Infectious
6858	Susceptible
6929	Susceptible
7148	Susceptible
7241	Infectious
7270	Susceptible
7399	Susceptible
7577	Susceptible
7583	Susceptible
7639	Susceptible
7756	Susceptible
7860	Susceptible
7991	Susceptible
8223	Susceptible
8658	Susceptible
9112	Susceptible
9993	Infectious
10052	Susceptible
10252	Susceptible
10267	Susceptible
10482	Susceptible
11058	Susceptible
11156	Susceptible
11283	Susceptible
11471	Susceptible
11474	Susceptible
11523	Susceptible
11763	Susceptible
11859	Susceptible
12056	Susceptible
12111	Susceptible
12118	Susceptible
12338	Susceptible
12392	Susceptible
12492	Susceptible
12512	Susceptible
12567	Susceptible
12608	Susceptible
12705	Infectious
12821	Susceptible
13031	Susceptible
13080	Susceptible
13207	Susceptible
13295	Susceptible
13357	Susceptible
13630	Infectious
13885	Susceptible
14029	Susceptible
14385	Susceptible
14399	Susceptible
14421	Susceptible
14566	Susceptible
14631	Susceptible
14760	Susceptible
14773	Susceptible
14858	Susceptible
14883	Susceptible
15237	Susceptible
15288	Susceptible
15373	Susceptible
15399	Susceptible
15628	Susceptible
15762	Susceptible
15799	Susceptible
16124	Susceptible
16253	Susceptible
16502	Infectious
16659	Susceptible
16957	Susceptible
17030	Susceptible
17129	Susceptible
17359	Infectious
17612	Susceptible
17681	Infectious
17682	Infectious
18116	Infectious
18209	Susceptible
18487	Susceptible
18648	Susceptible
18669	Susceptible
18745	Susceptible
18837	Susceptible
19072	Susceptible
19075	Susceptible
19589	Infectious
20199	Susceptible
20374	Infectious
20524	Susceptible
20869	Susceptible
21140	Susceptible
21180	Susceptible
21224	Susceptible
21262	Susceptible
21435	Susceptible
21986	Susceptible
22096	Susceptible
22246	Susceptible
22525	Susceptible
22551	Susceptible
22610	Susceptible
22652	Susceptible
22817	Susceptible
23068	Susceptible
23254	Susceptible
23806	Susceptible
23837	Susceptible
23866	Susceptible
23885	Susceptible
24165	Susceptible
24470	Susceptible
24643	Susceptible
24712	Susceptible
24771	Susceptible
24794	Susceptible
24866	Susceptible
24977	Susceptible
24978	Susceptible
25079	Susceptible
25378	Susceptible
25389	Susceptible
25525	Susceptible
25631	Susceptible
25666	Susceptible
25773	Susceptible
25876	Susceptible
26073	Susceptible
26121	Susceptible
26236	Susceptible
26424	Susceptible
26539	Susceptible
26955	Susceptible
27756	Susceptible
27970	Susceptible
28065	Infectious
28146	Susceptible
28172	Susceptible
28217	Susceptible
28489	Infectious
28705	Infectious
28889	Susceptible
29330	Susceptible
29461	Susceptible
29479	Susceptible
29580	Susceptible
29783	Susceptible
29982	Susceptible
