node_name	condition
47	Susceptible
216	Susceptible
301	Susceptible
332	Susceptible
340	Susceptible
519	Susceptible
686	Susceptible
734	Susceptible
800	Susceptible
833	Susceptible
891	Susceptible
969	Susceptible
976	Susceptible
1027	Susceptible
1059	Susceptible
1090	Susceptible
1102	Susceptible
1345	Susceptible
1668	Susceptible
1797	Susceptible
1837	Susceptible
1989	Susceptible
2154	Susceptible
2170	Susceptible
2208	Susceptible
2461	Susceptible
2527	Susceptible
2557	Susceptible
2558	Susceptible
2568	Susceptible
2628	Infectious
2632	Susceptible
2730	Susceptible
2807	Susceptible
2823	Susceptible
2864	Susceptible
2956	Susceptible
2972	Susceptible
3085	Susceptible
3192	Susceptible
3197	Susceptible
3306	Susceptible
3328	Susceptible
3375	Susceptible
3478	Susceptible
3540	Susceptible
3735	Susceptible
3834	Susceptible
3912	Susceptible
3972	Susceptible
3982	Susceptible
3993	Susceptible
4153	Susceptible
4263	Infectious
4494	Susceptible
4529	Susceptible
4534	Susceptible
4884	Infectious
5127	Susceptible
5136	Susceptible
5184	Susceptible
5241	Susceptible
5330	Susceptible
5629	Susceptible
5667	Susceptible
5732	Infectious
5768	Susceptible
5827	Susceptible
5845	Susceptible
5959	Susceptible
6016	Susceptible
6085	Susceptible
6153	Susceptible
6209	Susceptible
6329	Susceptible
6465	Susceptible
6571	Susceptible
6822	Susceptible
6996	Infectious
7091	Susceptible
7198	Susceptible
7318	Susceptible
7430	Susceptible
7530	Susceptible
7682	Susceptible
7773	Susceptible
7861	Susceptible
7872	Infectious
7918	Susceptible
7973	Susceptible
8199	Susceptible
8217	Susceptible
8303	Susceptible
8311	Susceptible
8517	Infectious
8852	Susceptible
8856	Susceptible
8860	Susceptible
9102	Susceptible
9238	Susceptible
9320	Susceptible
9347	Susceptible
9425	Infectious
9571	Susceptible
9726	Susceptible
9833	Susceptible
9869	Susceptible
9973	Susceptible
9981	Susceptible
10131	Susceptible
10288	Infectious
10404	Susceptible
10495	Susceptible
10537	Susceptible
10633	Susceptible
10773	Susceptible
10922	Susceptible
11086	Susceptible
11119	Infectious
11163	Susceptible
11250	Susceptible
11456	Susceptible
11524	Susceptible
11535	Susceptible
11565	Susceptible
11838	Infectious
11842	Susceptible
11879	Infectious
12154	Susceptible
12226	Susceptible
12244	Susceptible
12321	Susceptible
12427	Susceptible
12646	Susceptible
12665	Susceptible
12668	Susceptible
12670	Susceptible
12972	Susceptible
13110	Susceptible
13162	Susceptible
13186	Susceptible
13193	Susceptible
13393	Infectious
13480	Susceptible
13486	Susceptible
13565	Susceptible
13898	Susceptible
14245	Susceptible
14281	Susceptible
14357	Susceptible
14537	Infectious
14569	Infectious
14777	Susceptible
14929	Susceptible
15029	Susceptible
15100	Susceptible
15106	Susceptible
15129	Susceptible
15157	Susceptible
15241	Susceptible
15280	Infectious
15285	Susceptible
15296	Susceptible
15298	Infectious
15553	Susceptible
15637	Susceptible
15707	Susceptible
15781	Infectious
15816	Susceptible
15850	Susceptible
15995	Susceptible
16056	Susceptible
16057	Susceptible
16066	Susceptible
16183	Susceptible
16210	Susceptible
16385	Susceptible
16585	Susceptible
16934	Susceptible
17005	Susceptible
17044	Susceptible
17093	Susceptible
17095	Susceptible
17137	Susceptible
17159	Susceptible
17413	Susceptible
17420	Susceptible
17499	Susceptible
17557	Susceptible
17631	Susceptible
17686	Susceptible
17713	Susceptible
17767	Susceptible
17841	Susceptible
17884	Susceptible
18109	Infectious
18173	Susceptible
18179	Susceptible
18204	Susceptible
18268	Susceptible
18439	Susceptible
18567	Susceptible
18657	Susceptible
18731	Susceptible
18732	Susceptible
18744	Susceptible
18789	Susceptible
18917	Susceptible
19000	Susceptible
19007	Susceptible
19404	Susceptible
19647	Infectious
19698	Susceptible
19744	Susceptible
19757	Susceptible
19777	Susceptible
19801	Susceptible
19803	Susceptible
19819	Susceptible
19829	Susceptible
19930	Susceptible
19940	Susceptible
20053	Susceptible
20064	Susceptible
20114	Susceptible
20231	Susceptible
20284	Susceptible
20351	Susceptible
20484	Susceptible
20599	Susceptible
20762	Susceptible
20825	Susceptible
21049	Susceptible
21455	Susceptible
21495	Susceptible
21564	Susceptible
21627	Susceptible
21852	Susceptible
22049	Susceptible
22128	Susceptible
22245	Susceptible
22341	Susceptible
22506	Susceptible
22544	Susceptible
22818	Susceptible
22837	Susceptible
23007	Susceptible
23018	Susceptible
23045	Susceptible
23074	Susceptible
23125	Susceptible
23142	Susceptible
23163	Susceptible
23325	Susceptible
23436	Susceptible
23484	Susceptible
23505	Susceptible
23754	Susceptible
23898	Susceptible
23929	Susceptible
24053	Susceptible
24114	Susceptible
24164	Susceptible
24258	Susceptible
24324	Infectious
24327	Susceptible
24485	Susceptible
24568	Susceptible
24648	Susceptible
24663	Susceptible
24801	Susceptible
25120	Susceptible
25191	Susceptible
25810	Susceptible
25913	Susceptible
25958	Susceptible
26057	Susceptible
26465	Susceptible
26473	Susceptible
26628	Susceptible
26921	Susceptible
26927	Susceptible
26952	Susceptible
26984	Susceptible
