node_name	condition
89	Susceptible
237	Susceptible
254	Susceptible
376	Susceptible
424	Susceptible
480	Susceptible
567	Susceptible
619	Susceptible
758	Susceptible
959	Susceptible
970	Susceptible
972	Infectious
990	Susceptible
1110	Susceptible
1206	Susceptible
1261	Susceptible
1271	Susceptible
1274	Susceptible
1280	Susceptible
1311	Susceptible
1322	Susceptible
1418	Infectious
1430	Susceptible
1445	Infectious
1557	Susceptible
1563	Susceptible
1572	Susceptible
1664	Susceptible
1820	Susceptible
1830	Susceptible
1851	Susceptible
1857	Infectious
1918	Susceptible
2057	Infectious
2065	Susceptible
2160	Susceptible
2209	Susceptible
2219	Susceptible
2354	Susceptible
2458	Susceptible
2491	Susceptible
2573	Susceptible
2656	Susceptible
2660	Susceptible
2689	Susceptible
2701	Susceptible
2706	Susceptible
2716	Susceptible
2722	Susceptible
2728	Susceptible
2784	Susceptible
2844	Susceptible
2969	Susceptible
2975	Susceptible
3045	Susceptible
3171	Susceptible
3211	Susceptible
3244	Susceptible
3364	Susceptible
3510	Susceptible
3572	Infectious
3673	Susceptible
3756	Susceptible
3824	Susceptible
3858	Susceptible
3871	Susceptible
3895	Susceptible
3898	Susceptible
3928	Infectious
3933	Susceptible
4026	Susceptible
4052	Infectious
4154	Susceptible
4473	Susceptible
4579	Susceptible
4604	Susceptible
4606	Susceptible
4698	Susceptible
4711	Susceptible
4715	Susceptible
4822	Susceptible
4900	Susceptible
4996	Susceptible
5073	Susceptible
5495	Susceptible
5560	Susceptible
5583	Susceptible
5601	Susceptible
5651	Susceptible
5675	Susceptible
5802	Susceptible
5838	Susceptible
5859	Susceptible
5907	Susceptible
5989	Infectious
6327	Susceptible
6432	Infectious
6489	Susceptible
6510	Susceptible
6518	Susceptible
6531	Susceptible
6777	Susceptible
6885	Susceptible
6909	Susceptible
6919	Susceptible
6940	Susceptible
6946	Susceptible
6969	Susceptible
6986	Susceptible
7011	Susceptible
7023	Susceptible
7142	Susceptible
7243	Susceptible
7251	Susceptible
7300	Susceptible
7303	Susceptible
7443	Susceptible
7591	Infectious
7701	Susceptible
7854	Susceptible
8091	Susceptible
8169	Susceptible
8380	Susceptible
8503	Susceptible
8642	Susceptible
8759	Infectious
8845	Susceptible
9053	Susceptible
9076	Susceptible
9099	Infectious
9113	Susceptible
9119	Infectious
9174	Infectious
9211	Infectious
9333	Susceptible
9346	Susceptible
9411	Infectious
9433	Susceptible
9472	Susceptible
9511	Susceptible
9523	Susceptible
9539	Susceptible
9573	Susceptible
9646	Susceptible
9707	Susceptible
9732	Susceptible
9765	Infectious
9927	Susceptible
9969	Susceptible
10061	Susceptible
10178	Susceptible
10197	Susceptible
10223	Susceptible
10320	Susceptible
10333	Susceptible
10446	Susceptible
10463	Susceptible
10532	Susceptible
10557	Susceptible
10639	Susceptible
10653	Susceptible
10732	Infectious
10743	Susceptible
10761	Susceptible
10766	Susceptible
10820	Susceptible
10836	Susceptible
10879	Susceptible
10918	Susceptible
10919	Susceptible
10945	Susceptible
10957	Susceptible
11090	Susceptible
11144	Susceptible
11279	Susceptible
11286	Susceptible
11302	Susceptible
11431	Infectious
11489	Susceptible
11508	Susceptible
11512	Susceptible
11550	Susceptible
11554	Susceptible
11605	Infectious
11686	Susceptible
11750	Susceptible
11805	Susceptible
11826	Susceptible
11999	Susceptible
12024	Susceptible
12029	Susceptible
12156	Susceptible
12194	Susceptible
12196	Susceptible
12275	Susceptible
12382	Susceptible
12408	Susceptible
12517	Susceptible
12551	Infectious
12552	Susceptible
12630	Susceptible
12639	Susceptible
12664	Infectious
12699	Susceptible
12706	Susceptible
12711	Susceptible
12758	Susceptible
13023	Susceptible
13108	Infectious
13149	Susceptible
13343	Susceptible
13347	Susceptible
13465	Susceptible
13485	Susceptible
13575	Susceptible
13631	Susceptible
13703	Susceptible
13720	Susceptible
13802	Susceptible
13819	Susceptible
13827	Susceptible
13863	Susceptible
13866	Susceptible
13938	Susceptible
14057	Susceptible
14085	Susceptible
14135	Infectious
14170	Susceptible
14420	Susceptible
14685	Susceptible
14694	Susceptible
14731	Susceptible
14748	Susceptible
14913	Susceptible
14934	Susceptible
