node_name	condition
131	Susceptible
157	Susceptible
410	Susceptible
438	Susceptible
545	Susceptible
702	Susceptible
713	Susceptible
1112	Infectious
1132	Susceptible
1284	Susceptible
1566	Infectious
1583	Infectious
1722	Susceptible
1759	Susceptible
1946	Susceptible
2037	Infectious
2110	Susceptible
2265	Susceptible
2387	Susceptible
2663	Susceptible
2893	Susceptible
2996	Susceptible
3003	Infectious
3127	Susceptible
3343	Susceptible
3490	Susceptible
3612	Susceptible
3733	Susceptible
3761	Susceptible
4132	Susceptible
4260	Susceptible
4261	Susceptible
4448	Susceptible
4536	Susceptible
4586	Susceptible
5048	Susceptible
5573	Susceptible
5884	Susceptible
6552	Susceptible
6743	Susceptible
6787	Infectious
6825	Susceptible
7355	Susceptible
7436	Susceptible
7473	Infectious
7493	Susceptible
7538	Susceptible
7717	Susceptible
7940	Infectious
8005	Susceptible
8038	Infectious
8203	Susceptible
8329	Susceptible
8549	Susceptible
8638	Susceptible
8784	Susceptible
8815	Susceptible
8867	Susceptible
9033	Susceptible
9227	Susceptible
9297	Susceptible
9381	Susceptible
9454	Infectious
9828	Infectious
9996	Susceptible
10104	Susceptible
10578	Susceptible
10806	Susceptible
11265	Susceptible
11447	Susceptible
11466	Infectious
11640	Susceptible
11671	Infectious
12351	Susceptible
12468	Susceptible
12647	Susceptible
12702	Susceptible
13036	Susceptible
13424	Susceptible
13688	Susceptible
13763	Susceptible
13825	Infectious
13939	Susceptible
14000	Infectious
14302	Susceptible
14356	Susceptible
14411	Susceptible
14568	Susceptible
14729	Susceptible
14951	Susceptible
15117	Susceptible
15127	Susceptible
15147	Susceptible
15246	Susceptible
15289	Susceptible
15414	Susceptible
15542	Infectious
15561	Susceptible
15719	Infectious
15726	Infectious
15770	Susceptible
15836	Susceptible
15841	Susceptible
15882	Susceptible
16411	Susceptible
16669	Susceptible
16804	Susceptible
16938	Susceptible
16998	Susceptible
17010	Susceptible
17022	Susceptible
17051	Susceptible
17228	Susceptible
17827	Susceptible
18014	Infectious
18018	Susceptible
18147	Susceptible
18192	Susceptible
18261	Susceptible
18309	Susceptible
18448	Infectious
18724	Susceptible
18738	Susceptible
18958	Susceptible
19037	Susceptible
19462	Susceptible
19816	Susceptible
19907	Susceptible
19977	Susceptible
20115	Susceptible
20285	Susceptible
20530	Susceptible
20633	Susceptible
20790	Susceptible
20914	Susceptible
21034	Susceptible
21035	Susceptible
21061	Susceptible
21528	Susceptible
21655	Susceptible
21955	Susceptible
22125	Susceptible
22174	Susceptible
22184	Susceptible
22221	Susceptible
22231	Susceptible
22577	Susceptible
22582	Susceptible
22595	Susceptible
22740	Susceptible
22792	Susceptible
22907	Infectious
23037	Susceptible
23062	Susceptible
23154	Susceptible
23182	Susceptible
23560	Susceptible
23596	Infectious
23943	Susceptible
24054	Susceptible
24372	Susceptible
24513	Susceptible
24727	Susceptible
24848	Susceptible
25249	Susceptible
25482	Susceptible
25502	Susceptible
25720	Infectious
25740	Susceptible
25801	Susceptible
25837	Susceptible
26111	Susceptible
26273	Susceptible
26341	Susceptible
26571	Susceptible
26653	Susceptible
27267	Infectious
27494	Susceptible
27602	Susceptible
27914	Susceptible
28072	Susceptible
28125	Susceptible
28234	Susceptible
28704	Susceptible
28755	Susceptible
28757	Susceptible
28774	Susceptible
29062	Susceptible
29484	Susceptible
29685	Susceptible
29723	Susceptible
29765	Susceptible
29792	Infectious
29911	Susceptible
29944	Infectious
29978	Susceptible
