node_name	condition
12	Susceptible
78	Susceptible
91	Susceptible
296	Susceptible
310	Infectious
320	Susceptible
344	Susceptible
578	Susceptible
589	Susceptible
646	Susceptible
668	Infectious
682	Infectious
783	Susceptible
874	Susceptible
945	Susceptible
1004	Infectious
1049	Susceptible
1170	Susceptible
1220	Susceptible
1235	Susceptible
1298	Susceptible
1383	Susceptible
1451	Susceptible
1502	Susceptible
1531	Susceptible
1548	Susceptible
1603	Infectious
1670	Infectious
1709	Susceptible
1834	Susceptible
1872	Susceptible
2075	Susceptible
2356	Susceptible
2391	Susceptible
2639	Susceptible
2733	Susceptible
2743	Susceptible
2952	Susceptible
2978	Susceptible
3031	Susceptible
3079	Susceptible
3109	Susceptible
3138	Susceptible
3157	Susceptible
3280	Susceptible
3283	Susceptible
3290	Susceptible
3401	Susceptible
3448	Infectious
3519	Susceptible
3582	Susceptible
3628	Susceptible
3776	Susceptible
3791	Susceptible
3795	Susceptible
3819	Susceptible
3884	Susceptible
3953	Infectious
3981	Susceptible
3999	Susceptible
4030	Susceptible
4139	Susceptible
4164	Susceptible
4166	Susceptible
4341	Susceptible
4390	Susceptible
4393	Susceptible
4420	Susceptible
4446	Susceptible
4497	Susceptible
4511	Susceptible
4584	Susceptible
4602	Susceptible
4605	Susceptible
4714	Susceptible
4719	Susceptible
4880	Infectious
5050	Infectious
5150	Susceptible
5182	Infectious
5214	Susceptible
5264	Susceptible
5269	Susceptible
5361	Susceptible
5482	Infectious
5630	Susceptible
5758	Susceptible
5850	Susceptible
5923	Infectious
5929	Susceptible
5980	Susceptible
6025	Susceptible
6037	Susceptible
6237	Susceptible
6241	Susceptible
6328	Susceptible
6406	Susceptible
6494	Susceptible
6535	Susceptible
6780	Susceptible
6824	Susceptible
6888	Susceptible
6964	Susceptible
7001	Susceptible
7467	Susceptible
7743	Susceptible
7759	Susceptible
7792	Infectious
8142	Susceptible
8167	Susceptible
8497	Susceptible
8719	Susceptible
8764	Susceptible
8797	Susceptible
8809	Susceptible
8882	Susceptible
8950	Susceptible
8951	Susceptible
9028	Susceptible
9128	Susceptible
9207	Susceptible
9208	Susceptible
9236	Susceptible
9259	Susceptible
9334	Susceptible
9402	Susceptible
9620	Susceptible
9683	Susceptible
9722	Susceptible
9815	Susceptible
9840	Susceptible
9854	Infectious
9885	Infectious
9992	Susceptible
10003	Susceptible
10022	Susceptible
10106	Susceptible
10153	Susceptible
10166	Susceptible
10244	Susceptible
10298	Susceptible
10311	Susceptible
10362	Susceptible
10382	Susceptible
10473	Susceptible
10588	Susceptible
10877	Susceptible
10892	Susceptible
10896	Susceptible
10973	Susceptible
11148	Susceptible
11161	Susceptible
11271	Susceptible
11273	Susceptible
11282	Susceptible
11321	Susceptible
11480	Susceptible
11532	Susceptible
11598	Susceptible
11716	Infectious
11752	Susceptible
11895	Susceptible
12008	Susceptible
12058	Susceptible
12170	Infectious
12195	Susceptible
12200	Susceptible
12327	Susceptible
12347	Susceptible
12460	Susceptible
12491	Susceptible
12779	Susceptible
12780	Susceptible
12937	Susceptible
12943	Susceptible
12948	Susceptible
12951	Susceptible
12956	Susceptible
13035	Susceptible
13102	Susceptible
13316	Infectious
13356	Susceptible
13542	Susceptible
13571	Susceptible
13588	Susceptible
13764	Infectious
13769	Susceptible
13783	Susceptible
13817	Susceptible
13936	Susceptible
13979	Infectious
13980	Susceptible
14070	Susceptible
14165	Susceptible
14174	Susceptible
14215	Susceptible
14238	Susceptible
14242	Susceptible
14474	Susceptible
14515	Susceptible
14599	Susceptible
14629	Susceptible
14734	Susceptible
14782	Susceptible
14991	Susceptible
15067	Susceptible
15341	Susceptible
15365	Susceptible
15406	Susceptible
15449	Susceptible
15535	Susceptible
15634	Susceptible
15666	Susceptible
15772	Susceptible
15893	Susceptible
16006	Susceptible
16050	Susceptible
16155	Susceptible
16244	Infectious
16297	Susceptible
16439	Susceptible
16452	Susceptible
16558	Susceptible
16610	Susceptible
16690	Susceptible
16786	Susceptible
16859	Susceptible
16879	Susceptible
16915	Susceptible
16917	Susceptible
16941	Susceptible
16958	Susceptible
16989	Susceptible
17153	Susceptible
17194	Susceptible
17250	Susceptible
17276	Infectious
17286	Susceptible
17500	Infectious
17589	Susceptible
17594	Infectious
17646	Infectious
17724	Susceptible
17728	Susceptible
17759	Susceptible
17773	Susceptible
17793	Susceptible
18041	Susceptible
18043	Susceptible
18122	Susceptible
18156	Susceptible
18205	Susceptible
18206	Susceptible
18312	Susceptible
18435	Susceptible
18537	Infectious
18587	Susceptible
18666	Susceptible
18692	Infectious
18710	Susceptible
18850	Susceptible
18884	Susceptible
18924	Susceptible
18963	Susceptible
18972	Susceptible
18989	Susceptible
19042	Susceptible
19100	Infectious
19120	Susceptible
19221	Susceptible
19317	Susceptible
19320	Susceptible
19468	Susceptible
19542	Susceptible
19665	Susceptible
19689	Susceptible
19781	Susceptible
19793	Susceptible
19879	Susceptible
19916	Infectious
20052	Susceptible
20217	Susceptible
20480	Susceptible
20679	Susceptible
20684	Susceptible
20710	Susceptible
20783	Susceptible
20813	Susceptible
20853	Susceptible
20921	Susceptible
21014	Susceptible
21153	Susceptible
21321	Susceptible
21338	Susceptible
21408	Susceptible
21464	Susceptible
21665	Susceptible
21718	Susceptible
21791	Susceptible
21799	Susceptible
21836	Susceptible
22034	Susceptible
22322	Susceptible
22323	Susceptible
22444	Susceptible
22596	Infectious
22711	Susceptible
22948	Infectious
23026	Susceptible
23039	Infectious
23197	Susceptible
23209	Susceptible
23221	Susceptible
23251	Susceptible
23328	Susceptible
23580	Susceptible
23711	Susceptible
23872	Susceptible
23903	Susceptible
23973	Susceptible
24196	Susceptible
24360	Susceptible
24477	Infectious
24551	Susceptible
24553	Infectious
25036	Susceptible
25128	Susceptible
25136	Susceptible
25177	Susceptible
25285	Susceptible
25307	Susceptible
25332	Susceptible
25440	Susceptible
25443	Susceptible
25464	Susceptible
25599	Susceptible
25619	Susceptible
25622	Susceptible
25658	Susceptible
25852	Susceptible
25880	Susceptible
26036	Susceptible
26339	Susceptible
26405	Infectious
26528	Susceptible
26614	Susceptible
26615	Susceptible
26742	Susceptible
26774	Susceptible
26862	Susceptible
26937	Susceptible
27168	Susceptible
27195	Infectious
27390	Susceptible
27412	Susceptible
27427	Susceptible
27458	Susceptible
27463	Susceptible
27517	Susceptible
27525	Susceptible
27535	Infectious
27579	Susceptible
27643	Susceptible
27811	Susceptible
27869	Susceptible
28183	Susceptible
28230	Infectious
28345	Susceptible
28394	Susceptible
28397	Susceptible
28444	Susceptible
28504	Susceptible
28580	Susceptible
28594	Susceptible
28917	Infectious
29022	Susceptible
29091	Susceptible
29119	Susceptible
29179	Susceptible
29234	Susceptible
29414	Susceptible
29421	Susceptible
29513	Susceptible
29529	Susceptible
29626	Susceptible
29627	Susceptible
29629	Susceptible
29697	Susceptible
29778	Susceptible
29843	Susceptible
29945	Susceptible
