node_name	condition
45	Susceptible
69	Susceptible
72	Susceptible
79	Susceptible
107	Susceptible
288	Susceptible
415	Susceptible
444	Susceptible
452	Susceptible
527	Infectious
532	Infectious
593	Susceptible
806	Susceptible
876	Infectious
914	Susceptible
974	Susceptible
1262	Susceptible
1335	Susceptible
1462	Susceptible
1486	Susceptible
1515	Susceptible
1536	Infectious
1559	Susceptible
1561	Susceptible
1588	Susceptible
1659	Susceptible
1679	Susceptible
1701	Susceptible
1743	Susceptible
1794	Susceptible
2071	Infectious
2119	Susceptible
2284	Susceptible
2334	Susceptible
2369	Susceptible
2472	Susceptible
2515	Susceptible
2715	Susceptible
2999	Susceptible
3011	Susceptible
3055	Susceptible
3059	Susceptible
3086	Susceptible
3150	Infectious
3588	Susceptible
3623	Susceptible
3925	Infectious
3974	Susceptible
4034	Infectious
4069	Susceptible
4321	Susceptible
4367	Susceptible
4408	Susceptible
4617	Infectious
4622	Susceptible
4726	Susceptible
4765	Susceptible
4788	Susceptible
4797	Susceptible
4804	Susceptible
4830	Susceptible
4973	Susceptible
5022	Susceptible
5081	Susceptible
5272	Susceptible
5289	Susceptible
5366	Susceptible
5434	Susceptible
5788	Susceptible
5994	Susceptible
6036	Susceptible
6060	Susceptible
6074	Susceptible
6250	Susceptible
6312	Susceptible
6362	Susceptible
6405	Susceptible
6594	Susceptible
6803	Susceptible
6930	Susceptible
6938	Susceptible
6950	Susceptible
7042	Susceptible
7106	Susceptible
7588	Susceptible
7814	Susceptible
7836	Susceptible
7858	Susceptible
7884	Susceptible
7924	Susceptible
7984	Infectious
8010	Susceptible
8023	Susceptible
8062	Infectious
8135	Susceptible
8178	Susceptible
8258	Susceptible
8330	Susceptible
8374	Susceptible
8663	Susceptible
8678	Susceptible
8682	Susceptible
8707	Susceptible
8741	Susceptible
9036	Susceptible
9105	Susceptible
9127	Susceptible
9365	Susceptible
9456	Susceptible
9566	Infectious
9710	Infectious
9867	Susceptible
9895	Susceptible
10016	Susceptible
10035	Susceptible
10099	Susceptible
10177	Susceptible
10245	Susceptible
10325	Susceptible
10445	Susceptible
10461	Susceptible
10637	Susceptible
10644	Susceptible
10697	Susceptible
10788	Susceptible
10829	Susceptible
10889	Infectious
10925	Susceptible
10948	Susceptible
10960	Susceptible
11003	Susceptible
11325	Susceptible
11462	Susceptible
11558	Susceptible
11747	Susceptible
11781	Susceptible
11911	Susceptible
11941	Susceptible
11988	Susceptible
12021	Susceptible
12110	Susceptible
12233	Susceptible
12247	Susceptible
12437	Susceptible
12457	Susceptible
12483	Susceptible
12515	Susceptible
12655	Susceptible
12704	Susceptible
12875	Susceptible
12941	Susceptible
12945	Susceptible
13018	Susceptible
13060	Susceptible
13074	Susceptible
13228	Susceptible
13288	Susceptible
13306	Susceptible
13419	Susceptible
13464	Susceptible
13731	Susceptible
13785	Susceptible
13908	Infectious
13988	Susceptible
14137	Susceptible
14155	Susceptible
14228	Susceptible
14252	Susceptible
14458	Susceptible
14492	Susceptible
14591	Susceptible
14646	Susceptible
14664	Susceptible
14692	Susceptible
14963	Susceptible
14977	Susceptible
15018	Susceptible
15063	Infectious
15158	Susceptible
15305	Susceptible
15358	Susceptible
15389	Susceptible
15435	Susceptible
15481	Susceptible
15702	Susceptible
15825	Susceptible
15857	Susceptible
15867	Susceptible
15880	Susceptible
16032	Susceptible
16046	Susceptible
16099	Susceptible
16198	Susceptible
16245	Susceptible
16311	Susceptible
16371	Susceptible
16476	Susceptible
16507	Susceptible
16520	Susceptible
16640	Susceptible
16702	Susceptible
16732	Infectious
16986	Infectious
17309	Susceptible
17317	Susceptible
17349	Susceptible
17383	Susceptible
17574	Susceptible
17645	Susceptible
17708	Susceptible
17847	Susceptible
17943	Infectious
18000	Susceptible
18039	Susceptible
18114	Susceptible
18157	Susceptible
18200	Susceptible
18255	Infectious
18270	Susceptible
18316	Susceptible
18350	Susceptible
18533	Susceptible
18586	Susceptible
18672	Susceptible
18874	Susceptible
18993	Susceptible
19034	Susceptible
19156	Susceptible
19193	Susceptible
19219	Susceptible
19247	Susceptible
19284	Susceptible
19335	Infectious
19502	Susceptible
19592	Infectious
19636	Susceptible
19675	Susceptible
19721	Susceptible
19839	Susceptible
19931	Susceptible
20080	Susceptible
20107	Susceptible
20164	Susceptible
20337	Susceptible
20365	Susceptible
20420	Infectious
20645	Susceptible
20658	Susceptible
20691	Susceptible
20693	Susceptible
20695	Susceptible
20749	Susceptible
20764	Susceptible
20810	Susceptible
21111	Susceptible
21222	Susceptible
21232	Susceptible
21234	Susceptible
21459	Susceptible
21616	Susceptible
21699	Susceptible
21736	Susceptible
21767	Susceptible
21788	Susceptible
21790	Susceptible
21806	Susceptible
21857	Susceptible
22046	Susceptible
22060	Susceptible
22223	Susceptible
22346	Susceptible
22392	Susceptible
22395	Susceptible
22492	Susceptible
22553	Susceptible
22618	Susceptible
22702	Susceptible
22750	Susceptible
22932	Susceptible
23117	Susceptible
23245	Susceptible
23313	Susceptible
23367	Susceptible
23519	Susceptible
23721	Susceptible
23727	Susceptible
23763	Susceptible
23784	Susceptible
23792	Susceptible
23828	Susceptible
23939	Susceptible
23954	Susceptible
24031	Infectious
24084	Susceptible
24117	Susceptible
24340	Susceptible
24423	Susceptible
24429	Susceptible
24436	Susceptible
24498	Susceptible
24548	Susceptible
24697	Susceptible
24713	Susceptible
24769	Susceptible
24800	Infectious
24814	Susceptible
24860	Susceptible
24900	Susceptible
24953	Susceptible
25067	Infectious
25162	Susceptible
25208	Susceptible
25318	Infectious
25578	Susceptible
25751	Susceptible
25799	Susceptible
25838	Susceptible
25840	Infectious
25873	Susceptible
25930	Susceptible
26016	Susceptible
26044	Susceptible
26140	Susceptible
26255	Susceptible
26264	Susceptible
26308	Infectious
26311	Susceptible
26389	Susceptible
26491	Susceptible
26659	Susceptible
26700	Susceptible
26793	Susceptible
26817	Susceptible
26853	Susceptible
26995	Susceptible
27039	Infectious
27071	Susceptible
27174	Susceptible
27196	Susceptible
27211	Susceptible
27229	Susceptible
27290	Susceptible
27304	Susceptible
27310	Susceptible
27461	Susceptible
27495	Susceptible
27721	Infectious
27765	Susceptible
27803	Susceptible
27806	Susceptible
27851	Susceptible
27859	Susceptible
27897	Susceptible
27944	Infectious
27995	Susceptible
28097	Susceptible
28192	Susceptible
28303	Susceptible
28452	Susceptible
28494	Susceptible
28576	Susceptible
28662	Susceptible
28683	Susceptible
28892	Susceptible
28987	Susceptible
29082	Infectious
29147	Susceptible
29160	Susceptible
29188	Susceptible
29211	Susceptible
29231	Susceptible
29303	Susceptible
29355	Susceptible
29406	Susceptible
29518	Susceptible
29586	Susceptible
29693	Susceptible
29889	Susceptible
29902	Susceptible
