node_name	condition
32	Susceptible
357	Infectious
443	Susceptible
564	Susceptible
689	Susceptible
793	Susceptible
932	Susceptible
1138	Susceptible
1180	Susceptible
1277	Susceptible
1480	Susceptible
1516	Susceptible
1782	Susceptible
1825	Susceptible
1850	Susceptible
1913	Susceptible
1979	Susceptible
2169	Susceptible
2183	Susceptible
2264	Susceptible
2494	Susceptible
2607	Susceptible
2799	Infectious
2835	Susceptible
2901	Susceptible
2997	Susceptible
3054	Susceptible
3099	Susceptible
3199	Susceptible
3217	Susceptible
3321	Infectious
3405	Susceptible
3420	Susceptible
3440	Susceptible
3569	Susceptible
3627	Susceptible
3732	Susceptible
3773	Susceptible
3797	Infectious
3811	Susceptible
3832	Susceptible
3892	Susceptible
4049	Susceptible
4172	Susceptible
4338	Susceptible
4349	Susceptible
4388	Susceptible
4447	Susceptible
4760	Susceptible
4935	Susceptible
4957	Susceptible
4989	Susceptible
5138	Susceptible
5186	Infectious
5222	Susceptible
5271	Susceptible
5393	Infectious
5422	Susceptible
5486	Susceptible
5548	Susceptible
5631	Susceptible
5807	Susceptible
6007	Susceptible
6052	Susceptible
6134	Susceptible
6149	Infectious
6271	Susceptible
6294	Susceptible
6398	Susceptible
6404	Susceptible
6645	Susceptible
7019	Susceptible
7064	Susceptible
7186	Infectious
7372	Susceptible
7405	Susceptible
7526	Susceptible
7645	Susceptible
8021	Susceptible
8063	Susceptible
8088	Susceptible
8243	Susceptible
8416	Susceptible
8710	Susceptible
8717	Infectious
8782	Susceptible
9367	Susceptible
9482	Susceptible
9695	Susceptible
10275	Susceptible
10377	Susceptible
10520	Susceptible
10567	Susceptible
10632	Susceptible
10796	Susceptible
10802	Susceptible
10863	Susceptible
11045	Susceptible
11143	Susceptible
11197	Susceptible
11287	Susceptible
11498	Susceptible
11516	Susceptible
11656	Susceptible
12009	Susceptible
12035	Infectious
12075	Susceptible
12087	Susceptible
12313	Susceptible
12505	Susceptible
12604	Susceptible
13159	Susceptible
13494	Susceptible
13841	Susceptible
13953	Susceptible
13975	Susceptible
14013	Susceptible
14046	Susceptible
14112	Infectious
14237	Susceptible
14345	Susceptible
14353	Susceptible
14506	Susceptible
15167	Infectious
15177	Infectious
15214	Infectious
15228	Susceptible
15357	Infectious
15493	Susceptible
15547	Susceptible
15574	Susceptible
15588	Susceptible
15590	Susceptible
15856	Susceptible
16047	Susceptible
16086	Susceptible
16674	Susceptible
17015	Susceptible
17040	Susceptible
17117	Susceptible
17367	Susceptible
17650	Susceptible
17774	Susceptible
17784	Susceptible
17875	Susceptible
17906	Susceptible
18236	Susceptible
18287	Susceptible
18454	Susceptible
18619	Susceptible
18650	Susceptible
18927	Susceptible
19015	Susceptible
19109	Susceptible
19159	Susceptible
19192	Susceptible
19196	Susceptible
19242	Susceptible
19423	Susceptible
19548	Susceptible
19683	Susceptible
19723	Susceptible
19856	Susceptible
19887	Susceptible
19898	Susceptible
20041	Susceptible
20177	Susceptible
20192	Susceptible
20242	Susceptible
20243	Susceptible
20422	Susceptible
20608	Susceptible
20700	Susceptible
20733	Susceptible
20773	Susceptible
20796	Susceptible
20803	Susceptible
20883	Susceptible
20945	Susceptible
21067	Susceptible
21096	Susceptible
21202	Susceptible
21266	Susceptible
21386	Susceptible
21449	Susceptible
21547	Susceptible
21584	Susceptible
21691	Susceptible
21752	Susceptible
21844	Susceptible
21896	Susceptible
22013	Susceptible
22202	Susceptible
22238	Susceptible
22251	Susceptible
22310	Susceptible
22417	Susceptible
22624	Susceptible
22629	Susceptible
22661	Infectious
22704	Susceptible
22763	Susceptible
22819	Susceptible
22933	Susceptible
22944	Susceptible
22971	Susceptible
23158	Infectious
23486	Susceptible
23533	Susceptible
23926	Susceptible
24017	Infectious
24127	Susceptible
24375	Susceptible
24789	Susceptible
24816	Susceptible
24877	Susceptible
25276	Susceptible
25339	Susceptible
25560	Susceptible
25577	Susceptible
25717	Susceptible
25980	Susceptible
26150	Susceptible
26286	Susceptible
26300	Susceptible
26446	Susceptible
26584	Susceptible
26710	Susceptible
26845	Susceptible
26855	Susceptible
26935	Susceptible
27004	Susceptible
27057	Susceptible
27141	Susceptible
27144	Susceptible
27744	Susceptible
27840	Susceptible
27876	Susceptible
28355	Susceptible
28360	Susceptible
28509	Susceptible
28586	Susceptible
28593	Susceptible
28607	Susceptible
28716	Susceptible
28825	Susceptible
28869	Susceptible
29131	Susceptible
29290	Susceptible
29873	Susceptible
29958	Susceptible
