node_name	condition
21	Susceptible
290	Susceptible
411	Susceptible
508	Susceptible
528	Susceptible
786	Susceptible
819	Susceptible
884	Susceptible
1009	Susceptible
1011	Susceptible
1123	Susceptible
1344	Susceptible
1471	Susceptible
1497	Susceptible
1692	Susceptible
1888	Infectious
1896	Susceptible
1994	Infectious
2032	Susceptible
2076	Susceptible
2199	Susceptible
2298	Infectious
2314	Susceptible
2320	Susceptible
2386	Susceptible
2598	Susceptible
2744	Susceptible
2820	Susceptible
2950	Infectious
3076	Susceptible
3187	Susceptible
3506	Susceptible
3600	Susceptible
3783	Susceptible
3837	Susceptible
4040	Susceptible
4324	Susceptible
4490	Susceptible
4558	Susceptible
4642	Susceptible
4812	Susceptible
5391	Susceptible
5435	Susceptible
5470	Susceptible
5691	Susceptible
5854	Susceptible
6050	Susceptible
6098	Susceptible
6117	Susceptible
6121	Susceptible
6546	Infectious
6623	Susceptible
6680	Susceptible
6759	Susceptible
6772	Susceptible
6869	Susceptible
6916	Susceptible
6920	Susceptible
6941	Susceptible
7007	Susceptible
7332	Susceptible
7370	Susceptible
7617	Susceptible
7735	Infectious
7826	Susceptible
7833	Susceptible
7986	Susceptible
7992	Susceptible
8065	Susceptible
8341	Susceptible
8442	Susceptible
8610	Infectious
8834	Susceptible
8964	Susceptible
9048	Susceptible
9204	Susceptible
9348	Susceptible
9376	Susceptible
9403	Susceptible
9500	Susceptible
9542	Susceptible
9576	Susceptible
9668	Susceptible
9703	Susceptible
9822	Susceptible
9964	Infectious
10203	Susceptible
10286	Susceptible
10306	Susceptible
10371	Infectious
10599	Susceptible
10603	Susceptible
11112	Susceptible
11236	Susceptible
11333	Susceptible
11389	Susceptible
11402	Susceptible
11594	Susceptible
11596	Infectious
11961	Susceptible
12033	Susceptible
12295	Susceptible
12296	Susceptible
12323	Infectious
12357	Susceptible
12387	Susceptible
12513	Susceptible
12679	Susceptible
12691	Susceptible
12855	Susceptible
13053	Infectious
13249	Susceptible
13415	Susceptible
13432	Susceptible
13462	Susceptible
13483	Infectious
13782	Infectious
14328	Infectious
14441	Susceptible
14448	Susceptible
14479	Susceptible
14557	Susceptible
14603	Susceptible
14619	Susceptible
14627	Susceptible
14877	Susceptible
14984	Susceptible
15077	Susceptible
15160	Susceptible
15181	Susceptible
15310	Susceptible
15549	Susceptible
15775	Susceptible
15809	Susceptible
15810	Susceptible
15989	Susceptible
16128	Susceptible
16488	Susceptible
16555	Infectious
16566	Infectious
16710	Susceptible
16741	Susceptible
16768	Susceptible
16799	Susceptible
16918	Susceptible
16973	Susceptible
17206	Susceptible
17338	Susceptible
17365	Susceptible
17697	Susceptible
17712	Susceptible
17968	Susceptible
18091	Susceptible
18106	Infectious
18138	Susceptible
18399	Infectious
18524	Infectious
18576	Susceptible
18616	Susceptible
18886	Susceptible
19006	Susceptible
19181	Susceptible
19224	Susceptible
19368	Susceptible
19405	Infectious
19453	Susceptible
19558	Susceptible
19676	Susceptible
19753	Susceptible
20134	Susceptible
20218	Susceptible
20308	Susceptible
20553	Infectious
21016	Susceptible
21292	Susceptible
21349	Susceptible
21797	Susceptible
21823	Susceptible
21839	Susceptible
21990	Susceptible
22041	Susceptible
22136	Susceptible
22219	Susceptible
22412	Susceptible
22599	Susceptible
22707	Susceptible
22770	Susceptible
22821	Susceptible
22922	Susceptible
23029	Susceptible
23649	Infectious
24167	Susceptible
24201	Susceptible
24210	Susceptible
24235	Susceptible
24240	Susceptible
24410	Susceptible
24424	Susceptible
24469	Susceptible
24473	Infectious
24922	Susceptible
24973	Infectious
25074	Susceptible
25323	Susceptible
25573	Infectious
25820	Susceptible
26126	Susceptible
26127	Susceptible
26403	Susceptible
26412	Susceptible
26447	Susceptible
26549	Infectious
26553	Susceptible
26759	Infectious
26901	Susceptible
27038	Susceptible
27081	Susceptible
27165	Susceptible
27170	Susceptible
27462	Susceptible
27559	Infectious
27691	Susceptible
27708	Susceptible
27822	Infectious
27864	Infectious
27890	Susceptible
28010	Susceptible
28123	Susceptible
28144	Infectious
28352	Susceptible
28514	Susceptible
28611	Infectious
28817	Susceptible
28847	Susceptible
29197	Susceptible
29271	Susceptible
29307	Susceptible
29494	Susceptible
29502	Susceptible
29522	Susceptible
29718	Susceptible
29779	Susceptible
29781	Susceptible
29921	Susceptible
