node_name	condition
292	Susceptible
587	Susceptible
618	Infectious
805	Susceptible
955	Susceptible
971	Susceptible
1023	Susceptible
1109	Infectious
1236	Susceptible
1330	Susceptible
1434	Susceptible
1884	Infectious
1926	Susceptible
2308	Susceptible
2481	Susceptible
2532	Infectious
2539	Susceptible
2541	Infectious
2574	Susceptible
3131	Susceptible
3575	Infectious
3641	Susceptible
3766	Susceptible
3990	Susceptible
4190	Susceptible
5800	Susceptible
6109	Susceptible
6179	Susceptible
6262	Susceptible
6833	Susceptible
7384	Susceptible
8116	Susceptible
8180	Susceptible
8281	Infectious
8379	Susceptible
8391	Susceptible
8531	Susceptible
8831	Susceptible
9087	Susceptible
9260	Susceptible
9409	Infectious
9466	Susceptible
9643	Susceptible
9948	Susceptible
9959	Susceptible
10144	Susceptible
10283	Susceptible
10330	Susceptible
10450	Susceptible
10771	Susceptible
11059	Susceptible
11100	Susceptible
11296	Susceptible
11464	Susceptible
11870	Susceptible
12133	Susceptible
12162	Susceptible
12490	Susceptible
13313	Susceptible
13372	Susceptible
13773	Susceptible
13883	Susceptible
13916	Susceptible
14560	Infectious
14754	Susceptible
14837	Susceptible
15203	Susceptible
15271	Susceptible
15404	Susceptible
15636	Susceptible
15929	Susceptible
16010	Susceptible
16393	Susceptible
16521	Infectious
16620	Susceptible
16792	Infectious
16945	Susceptible
16955	Susceptible
17535	Susceptible
17729	Susceptible
17760	Susceptible
17948	Susceptible
18260	Susceptible
18623	Susceptible
19028	Infectious
19207	Susceptible
19912	Susceptible
20269	Susceptible
21165	Susceptible
21169	Susceptible
21217	Susceptible
21279	Susceptible
21502	Susceptible
21690	Susceptible
21726	Susceptible
21754	Susceptible
21843	Susceptible
21869	Susceptible
22318	Susceptible
22965	Susceptible
23099	Susceptible
23345	Susceptible
23374	Susceptible
23461	Susceptible
23481	Susceptible
23843	Infectious
24386	Susceptible
24825	Susceptible
25199	Susceptible
25846	Susceptible
26317	Susceptible
26395	Susceptible
26483	Infectious
26490	Susceptible
26502	Susceptible
26595	Susceptible
27325	Susceptible
27348	Susceptible
27382	Susceptible
27451	Susceptible
27749	Susceptible
27758	Infectious
27879	Susceptible
28019	Susceptible
28120	Susceptible
28285	Susceptible
28324	Susceptible
28702	Susceptible
28996	Susceptible
29259	Susceptible
29320	Susceptible
29388	Susceptible
29488	Susceptible
