node_name	condition
147	Susceptible
302	Susceptible
360	Susceptible
647	Susceptible
798	Susceptible
912	Susceptible
957	Susceptible
1121	Susceptible
1316	Susceptible
1455	Susceptible
1459	Susceptible
1580	Susceptible
1627	Susceptible
1928	Susceptible
2090	Susceptible
2226	Susceptible
2252	Susceptible
2623	Susceptible
2640	Susceptible
2739	Susceptible
2850	Susceptible
2867	Susceptible
3112	Susceptible
3162	Susceptible
3310	Susceptible
3360	Susceptible
3616	Susceptible
3768	Infectious
3901	Susceptible
4077	Susceptible
4080	Susceptible
4124	Susceptible
4257	Susceptible
4270	Susceptible
4369	Susceptible
4370	Susceptible
4779	Infectious
4947	Susceptible
4949	Susceptible
5049	Infectious
5168	Susceptible
5244	Susceptible
5418	Susceptible
5494	Susceptible
5575	Susceptible
5851	Susceptible
6001	Susceptible
6119	Susceptible
6296	Susceptible
6346	Susceptible
6393	Susceptible
6466	Susceptible
6945	Susceptible
7079	Susceptible
7426	Susceptible
7459	Infectious
7479	Susceptible
7483	Susceptible
7627	Susceptible
7628	Susceptible
7672	Susceptible
7761	Infectious
7818	Susceptible
7865	Susceptible
7876	Susceptible
7889	Susceptible
7968	Infectious
7996	Susceptible
8140	Susceptible
8201	Susceptible
8248	Susceptible
8415	Susceptible
8597	Susceptible
8714	Susceptible
8833	Susceptible
8859	Susceptible
8880	Susceptible
8885	Susceptible
8924	Susceptible
8949	Susceptible
9012	Susceptible
9032	Susceptible
9660	Susceptible
9720	Susceptible
9755	Susceptible
9782	Susceptible
9790	Susceptible
9931	Susceptible
9999	Susceptible
10040	Infectious
10181	Susceptible
10448	Susceptible
10558	Susceptible
10569	Susceptible
10584	Susceptible
10585	Susceptible
10664	Susceptible
10774	Infectious
10783	Susceptible
10793	Susceptible
10916	Susceptible
11200	Susceptible
11316	Infectious
11497	Susceptible
11559	Susceptible
11602	Susceptible
11624	Susceptible
11642	Susceptible
11715	Susceptible
11932	Susceptible
11979	Infectious
12529	Susceptible
12606	Susceptible
12620	Susceptible
12688	Susceptible
12753	Susceptible
12909	Susceptible
12967	Susceptible
12970	Susceptible
12974	Susceptible
13081	Susceptible
13107	Susceptible
13314	Susceptible
13467	Susceptible
13593	Susceptible
13681	Susceptible
13744	Susceptible
13777	Susceptible
13778	Susceptible
13905	Susceptible
14019	Susceptible
14272	Susceptible
14308	Susceptible
14461	Susceptible
14477	Susceptible
14554	Susceptible
14639	Susceptible
14711	Susceptible
14759	Susceptible
14949	Susceptible
14955	Susceptible
14994	Susceptible
15143	Susceptible
15146	Susceptible
15301	Susceptible
15471	Susceptible
15536	Susceptible
15629	Susceptible
15897	Infectious
15898	Infectious
16007	Susceptible
16202	Susceptible
16468	Susceptible
16670	Susceptible
16698	Susceptible
16740	Susceptible
17052	Susceptible
17166	Susceptible
17189	Susceptible
17233	Susceptible
17257	Susceptible
17356	Susceptible
17455	Susceptible
17474	Susceptible
17530	Susceptible
17567	Susceptible
17676	Infectious
17685	Susceptible
17756	Susceptible
17771	Susceptible
17822	Susceptible
17852	Susceptible
17880	Susceptible
18160	Susceptible
18238	Susceptible
18247	Susceptible
18515	Susceptible
18536	Susceptible
18670	Susceptible
18722	Susceptible
18798	Susceptible
18861	Susceptible
18862	Susceptible
18903	Susceptible
18925	Infectious
19555	Susceptible
19645	Susceptible
19718	Susceptible
19935	Susceptible
19952	Infectious
20089	Susceptible
20157	Infectious
20328	Infectious
20587	Susceptible
20711	Susceptible
20735	Susceptible
20766	Susceptible
20941	Susceptible
20942	Susceptible
21150	Susceptible
21152	Susceptible
21227	Susceptible
21236	Susceptible
21264	Susceptible
21419	Susceptible
21494	Susceptible
21592	Susceptible
21597	Susceptible
21632	Susceptible
21664	Susceptible
21739	Infectious
21840	Susceptible
21953	Susceptible
22054	Susceptible
22071	Susceptible
22100	Infectious
22172	Susceptible
22277	Susceptible
22541	Susceptible
22742	Susceptible
22753	Susceptible
22915	Susceptible
22928	Susceptible
23065	Susceptible
23066	Susceptible
23430	Susceptible
23441	Susceptible
23469	Susceptible
23743	Infectious
23804	Susceptible
24129	Susceptible
24182	Infectious
24193	Susceptible
24252	Susceptible
24257	Susceptible
24346	Susceptible
24755	Susceptible
24906	Susceptible
25310	Susceptible
25321	Susceptible
25539	Susceptible
25574	Susceptible
25694	Susceptible
25756	Susceptible
26263	Susceptible
26379	Infectious
26500	Susceptible
26636	Susceptible
26679	Infectious
26707	Infectious
26968	Susceptible
27335	Susceptible
27453	Susceptible
27456	Susceptible
27588	Susceptible
27832	Susceptible
27839	Susceptible
27935	Susceptible
27939	Susceptible
28006	Susceptible
28015	Infectious
28071	Susceptible
28126	Susceptible
28156	Susceptible
28365	Susceptible
28563	Susceptible
28590	Susceptible
28599	Susceptible
28731	Susceptible
28740	Susceptible
28793	Susceptible
28912	Susceptible
29050	Susceptible
29084	Susceptible
29206	Susceptible
29246	Susceptible
29360	Susceptible
29460	Susceptible
29566	Susceptible
29603	Susceptible
29621	Susceptible
29912	Susceptible
