name	value
147	0
302	0
360	0
647	0
798	0
912	0
957	0
1121	0
1316	0
1455	0
1459	0
1580	0
1627	0
1928	0
2090	0
2226	0
2252	0
2623	0
2640	0
2739	0
2850	0
2867	0
3112	0
3162	0
3310	0
3360	0
3616	0
3768	1
3901	0
4077	0
4080	0
4124	0
4257	0
4270	0
4369	0
4370	0
4779	1
4947	0
4949	0
5049	1
5168	0
5244	0
5418	0
5494	0
5575	0
5851	0
6001	0
6119	0
6296	0
6346	0
6393	0
6466	0
6945	0
7079	0
7426	0
7459	1
7479	0
7483	0
7627	0
7628	0
7672	0
7761	1
7818	0
7865	0
7876	0
7889	0
7968	1
7996	0
8140	0
8201	0
8248	0
8415	0
8597	0
8714	0
8833	0
8859	0
8880	0
8885	0
8924	0
8949	0
9012	0
9032	0
9660	0
9720	0
9755	0
9782	0
9790	0
9931	0
9999	0
10040	1
10181	0
10448	0
10558	0
10569	0
10584	0
10585	0
10664	0
10774	1
10783	0
10793	0
10916	0
11200	0
11316	1
11497	0
11559	0
11602	0
11624	0
11642	0
11715	0
11932	0
11979	1
12529	0
12606	0
12620	0
12688	0
12753	0
12909	0
12967	0
12970	0
12974	0
13081	0
13107	0
13314	0
13467	0
13593	0
13681	0
13744	0
13777	0
13778	0
13905	0
14019	0
14272	0
14308	0
14461	0
14477	0
14554	0
14639	0
14711	0
14759	0
14949	0
14955	0
14994	0
15143	0
15146	0
15301	0
15471	0
15536	0
15629	0
15897	1
15898	1
16007	0
16202	0
16468	0
16670	0
16698	0
16740	0
17052	0
17166	0
17189	0
17233	0
17257	0
17356	0
17455	0
17474	0
17530	0
17567	0
17676	1
17685	0
17756	0
17771	0
17822	0
17852	0
17880	0
18160	0
18238	0
18247	0
18515	0
18536	0
18670	0
18722	0
18798	0
18861	0
18862	0
18903	0
18925	1
19555	0
19645	0
19718	0
19935	0
19952	1
20089	0
20157	1
20328	1
20587	0
20711	0
20735	0
20766	0
20941	0
20942	0
21150	0
21152	0
21227	0
21236	0
21264	0
21419	0
21494	0
21592	0
21597	0
21632	0
21664	0
21739	1
21840	0
21953	0
22054	0
22071	0
22100	1
22172	0
22277	0
22541	0
22742	0
22753	0
22915	0
22928	0
23065	0
23066	0
23430	0
23441	0
23469	0
23743	1
23804	0
24129	0
24182	1
24193	0
24252	0
24257	0
24346	0
24755	0
24906	0
25310	0
25321	0
25539	0
25574	0
25694	0
25756	0
26263	0
26379	1
26500	0
26636	0
26679	1
26707	1
26968	0
27335	0
27453	0
27456	0
27588	0
27832	0
27839	0
27935	0
27939	0
28006	0
28015	1
28071	0
28126	0
28156	0
28365	0
28563	0
28590	0
28599	0
28731	0
28740	0
28793	0
28912	0
29050	0
29084	0
29206	0
29246	0
29360	0
29460	0
29566	0
29603	0
29621	0
29912	0
