name	value
143	0
926	1
1320	1
1965	0
1985	0
1997	0
2015	0
2189	0
2655	0
2789	0
3065	0
3183	0
3216	0
3287	0
3346	0
3371	1
3899	0
3960	0
4358	0
4409	0
4613	0
4956	0
4984	0
5172	0
5213	0
5243	0
5358	0
5577	0
5690	0
5721	0
5811	0
5856	0
5978	0
6041	0
6367	0
6590	0
6674	0
6752	0
6952	0
7209	0
7415	0
7554	0
7605	0
7763	0
7916	0
8470	1
8626	1
9070	0
9326	1
9377	0
9528	0
9654	0
9787	0
9850	0
9956	0
9982	0
10029	0
10110	0
10136	0
10240	0
10304	0
10364	0
10442	0
10700	0
11018	0
11353	0
11420	0
11853	0
12048	0
12103	0
12258	0
12401	0
13038	0
13135	0
13431	0
13507	0
13533	0
13660	0
14274	0
14322	0
14488	0
14540	0
14791	0
14857	1
14935	0
15138	1
15614	0
15621	0
15683	0
16215	0
16504	0
16689	0
16908	0
16931	0
16994	1
17110	0
17151	1
17369	0
17529	1
18078	0
18089	0
18237	0
18512	0
18642	0
18969	0
19030	0
19038	0
19212	0
19696	1
20014	0
20173	0
20545	0
20567	0
20712	0
20826	1
20986	1
21017	0
21416	0
22069	0
22319	0
22354	0
22784	0
23190	0
23974	0
23981	1
24019	0
24638	0
25171	0
26235	0
26246	0
26662	0
26683	0
26796	0
26839	1
27359	1
27381	0
27489	0
27501	0
27891	0
28032	0
28039	0
28370	0
28381	0
29123	0
29384	0
29564	0
29714	0
29724	0
