name	value
245	0
383	1
732	0
998	0
1122	0
1145	0
1273	0
1293	0
1310	0
1367	0
1527	1
1598	0
1645	0
2184	0
2425	1
2636	0
2985	0
3232	0
3543	0
3631	0
3765	0
3808	0
3825	0
4115	0
4134	0
4360	0
4425	0
4458	0
4878	1
4914	0
5298	0
5367	0
5538	0
5697	0
6236	0
6297	0
6401	0
6565	0
6731	0
6766	0
6995	0
7033	0
7065	0
7082	1
7316	0
7590	0
7791	0
7801	0
7803	1
7950	0
8084	0
8182	0
8205	0
8220	0
8268	0
8410	0
8444	0
8510	0
8672	0
8724	1
8849	1
8894	0
8975	0
9184	1
9530	0
9697	0
9735	1
9791	0
9901	0
9953	1
10018	0
10079	0
10380	0
10407	0
10431	0
10452	0
10497	0
10740	0
10826	0
10841	0
10978	0
11149	0
11337	0
11345	0
11378	0
11423	0
11459	0
11771	0
11789	0
12057	1
12211	0
12418	0
12462	1
12519	1
12662	1
12667	0
12784	0
12799	0
12938	0
13182	0
13367	0
13426	0
13552	0
13600	0
13694	0
13705	0
13812	1
13826	0
13834	0
14010	0
14206	0
14207	0
14262	0
14352	0
14483	0
14487	0
14618	1
14649	1
14671	0
14809	0
15145	0
15281	0
15448	0
15465	0
15512	0
15567	0
15597	0
15693	0
15943	0
15975	0
16252	0
16309	0
16477	0
16641	0
16714	0
17157	0
17323	0
17485	0
17745	0
17973	0
18064	1
18068	0
18187	0
18191	0
18289	0
18327	0
18482	0
18592	0
18632	0
18754	0
18797	0
18906	0
19089	0
19129	0
19204	0
19388	0
19396	0
19408	0
19515	0
19657	0
19693	0
19736	1
19874	0
20319	0
20513	1
20666	0
20781	0
20829	0
20954	0
21196	1
21388	0
21746	0
21778	0
21845	0
22169	0
22458	0
22587	0
22613	0
22696	0
22766	0
22856	0
23110	0
23201	0
23265	0
23308	0
23320	0
23426	1
23506	0
23515	1
23628	1
23703	0
23746	0
23770	1
23972	0
24277	0
24314	0
24589	0
24629	0
24654	0
24726	0
24851	0
24855	0
24895	1
24902	0
24936	0
25045	0
25047	0
25087	0
25188	0
25196	0
25239	0
25250	0
25397	0
25504	1
25670	0
25696	0
25834	0
25884	0
26038	0
26189	0
26202	0
26380	0
26776	0
26803	0
26891	0
27106	0
27305	0
27376	0
27486	0
27499	0
27515	0
27629	0
27761	0
27783	1
28091	0
28129	0
28216	1
28412	0
29209	0
29347	0
29392	0
29794	0
29897	0
