name	value
56	0
145	1
247	1
319	0
387	0
440	0
464	0
469	0
504	0
664	0
771	0
835	1
937	0
1045	0
1093	0
1243	0
1292	0
1337	0
1363	0
1467	0
1784	0
1895	0
1968	0
1970	0
2011	0
2187	0
2311	0
2379	0
2521	1
2695	0
2753	0
2828	0
2838	0
2862	0
2946	0
2992	0
3014	0
3098	0
3103	0
3284	1
3324	0
3421	0
3471	0
3592	0
3812	0
3909	0
3910	0
3917	0
3957	0
4012	0
4042	0
4087	0
4091	1
4155	0
4201	0
4363	0
4423	0
4514	0
4555	1
4618	0
4685	0
4758	0
4862	1
4895	0
5001	0
5192	0
5234	0
5245	0
5321	0
5585	0
5606	0
5609	0
5643	0
5686	0
5717	0
5821	0
5875	1
5955	0
6169	0
6180	0
6221	0
6295	0
6299	0
6343	0
6438	0
6608	0
6610	0
6614	0
6626	0
6637	0
6991	0
7027	0
7116	0
7273	0
7292	0
7481	0
7535	0
7716	0
7751	0
7786	0
7788	0
7790	0
8207	0
8254	0
8284	0
8509	1
8629	0
8808	0
8998	0
9332	0
9351	0
9520	0
9641	0
9655	0
9753	0
9881	1
9925	0
10057	0
10073	0
10112	0
10152	0
10230	0
10253	0
10366	0
10427	0
10574	0
10627	0
10650	0
10691	0
10814	0
10984	0
10993	0
11109	0
11114	0
11209	0
11238	0
11241	0
11484	0
11485	0
11546	0
11595	0
11668	1
11759	0
11797	0
11831	0
11852	0
11878	0
11920	0
12003	1
12023	0
12042	1
12053	0
12242	0
12276	0
12311	0
12456	0
12545	0
12653	0
12659	1
12695	0
12746	1
12762	1
12925	0
13072	0
13191	0
13307	0
13437	0
13557	0
13604	0
13689	0
13792	0
13849	0
13907	0
13951	0
14108	0
14314	0
14361	0
14493	1
14612	1
14801	0
14908	0
15108	0
15189	0
15317	1
15327	0
15332	0
15532	0
15538	0
15720	0
15798	0
16028	0
16033	0
16324	0
16335	0
16547	0
16575	0
16588	1
16875	1
16902	1
16916	0
16951	0
16985	0
17119	0
17277	0
17303	0
17388	1
17433	0
17483	0
17493	0
17495	0
17514	0
17519	0
17590	1
17662	0
17669	0
17703	1
17859	0
17866	0
17886	0
17932	0
18290	0
18300	0
18354	0
18385	0
18532	0
18588	1
18674	0
18812	0
18828	0
19005	0
19245	0
19246	0
19282	0
19299	0
19459	0
19583	0
19595	0
19672	0
19715	0
19725	0
19735	0
19743	0
19775	0
19826	0
20036	0
20063	0
20133	0
20279	0
20448	0
20482	0
20533	0
20697	0
20868	0
20901	0
20904	0
20977	0
21146	0
21149	0
21184	0
21301	0
21310	0
21457	0
21506	0
21516	0
21542	0
21637	0
21642	0
21653	0
21838	0
22237	0
22561	0
22660	0
22692	1
22754	0
22796	0
22828	0
22930	0
23017	0
23031	0
23240	0
23434	0
23490	0
23549	0
23624	0
23684	0
23748	0
23785	0
23842	0
23881	0
24039	0
24399	0
24419	0
24559	0
24570	0
24950	0
24960	0
24992	0
25086	1
25229	0
25241	0
25423	0
25462	0
25490	0
25611	0
25636	0
25848	0
25894	0
25911	0
25938	1
26154	0
26254	0
26303	0
26348	0
26361	0
26394	0
26426	0
26486	0
26551	0
26556	0
26627	0
26669	0
26725	0
26782	0
26813	0
26849	0
26928	0
26999	0
27113	0
27185	0
27194	0
27221	0
27283	0
27332	0
27352	0
27516	0
27518	0
27528	0
27774	0
27797	0
27802	0
27826	0
27994	0
28130	0
28252	0
28268	1
28463	0
28482	0
28553	0
28604	0
28714	0
28792	0
28894	0
28904	0
29299	0
29399	0
29440	0
29476	0
29694	0
29748	0
29798	0
29955	0
29963	0
