name	value
111	0
137	0
214	0
252	0
401	0
556	0
563	1
624	0
764	0
839	1
887	0
999	0
1052	0
1258	0
1567	0
1878	0
1893	0
1998	0
2081	0
2118	1
2617	0
2685	0
2750	0
2856	0
2896	0
2919	0
3069	0
3277	0
3318	0
3348	0
3452	0
3597	0
3643	0
3872	0
3932	0
4023	0
4037	0
4117	0
4174	1
4437	0
4632	0
4754	0
4789	0
4832	0
4885	1
4891	0
4954	0
5101	0
5139	0
5162	0
5193	0
5473	0
5536	0
5592	0
5618	0
5640	0
5763	0
5877	0
5896	0
6481	0
6488	0
6719	0
6855	0
6898	0
6922	0
6994	0
7006	0
7025	0
7107	0
7432	0
7480	0
7529	0
7532	0
7586	0
7664	0
7910	0
8007	0
8104	0
8433	0
8560	0
8801	0
8958	0
8960	1
8970	1
9023	0
9150	0
9157	0
9421	0
9501	1
9565	0
9736	0
9816	0
10143	0
10465	0
10753	0
10985	1
11138	0
11404	0
11652	0
11670	0
11727	0
11929	0
12251	0
12289	0
12361	0
12503	0
12525	0
12539	0
12754	0
12995	0
13054	0
13079	0
13217	0
13287	0
13308	0
13315	0
13708	0
13739	0
13985	0
14129	0
14185	0
14243	0
14287	0
14616	1
14804	0
14942	0
15086	0
15201	0
15351	0
15397	1
15421	0
15447	0
15523	0
15673	0
15741	1
16001	0
16104	0
16147	0
16240	0
16636	0
16673	0
16713	0
16788	0
16872	0
16889	0
16953	0
16997	0
17036	0
17143	0
17301	0
17353	0
17385	0
17527	1
17667	0
17723	0
17796	0
17908	0
17992	0
18028	0
18099	0
18208	0
18252	0
18262	0
18382	0
18413	0
18432	1
18988	0
19189	0
19220	0
19559	1
19710	0
19923	1
20046	0
20187	0
20364	1
20468	0
20751	0
20800	0
20998	0
21102	0
21213	0
21284	0
21378	1
21471	0
21557	0
21650	0
21680	0
22394	0
22528	0
22698	0
22835	0
22910	0
23230	0
23241	0
23405	0
23487	0
23569	0
23618	0
23791	0
23857	0
23863	0
23912	0
24021	0
24026	0
24078	0
24269	0
24442	0
24482	0
24605	0
24782	1
24908	0
25027	0
25130	0
25197	0
25259	0
25282	0
25600	0
25662	0
25675	0
25874	0
26115	0
26223	0
26307	0
26376	0
26492	0
26698	1
26917	0
27063	0
27120	0
27207	0
27270	1
27308	0
27591	0
27676	1
27704	0
27717	0
27720	0
28250	0
28435	0
28518	0
28571	0
28694	0
29195	0
29279	0
29337	0
29422	0
29471	0
29906	0
