name	value
60	0
73	0
151	0
167	0
481	0
597	1
598	0
692	0
696	0
743	0
820	0
848	0
1016	0
1176	0
1214	0
1314	0
1408	0
1416	1
1457	0
1533	0
1571	0
1633	0
1699	0
1881	1
1885	0
2019	0
2099	0
2259	0
2260	0
2285	0
2453	1
2697	0
2703	0
2791	0
2929	0
3114	0
3116	0
3374	0
3464	0
3480	0
3865	0
3897	0
3949	0
4056	0
4235	0
4593	0
4971	0
5037	0
5288	0
5474	0
5480	0
5502	0
5590	0
5889	0
5931	0
5934	0
6014	0
6020	0
6053	0
6162	0
6269	0
6284	1
6387	0
6463	0
6476	0
6658	0
6910	0
6947	1
6948	0
6968	0
7109	1
7196	0
7275	0
7296	0
7361	0
7506	0
7570	0
7576	0
7663	0
7694	0
7731	0
7742	0
7749	0
7835	0
7928	0
8078	0
8160	0
8428	0
8723	0
8758	0
8825	0
8851	1
9027	0
9406	0
9586	0
9599	1
9717	0
9746	0
9747	1
9784	0
9829	0
9944	0
9950	0
10103	0
10209	0
10365	0
10418	0
10565	0
10787	0
10819	0
10906	0
11159	0
11331	0
11408	0
11439	0
11490	0
11513	0
11766	0
11768	0
11806	0
11934	0
11958	0
12066	1
12150	0
12160	0
12278	0
12530	0
12538	0
12698	0
12715	0
12767	0
12873	0
13042	1
13129	0
13212	0
13298	0
13364	0
13894	1
13954	0
14021	0
14064	0
14317	0
14325	0
14382	0
14480	0
14531	1
14763	0
14971	0
14986	0
15088	0
15331	0
15632	0
15716	0
15785	0
15786	0
16025	0
16035	0
16130	0
16208	0
16312	0
16356	0
16428	0
16450	0
16496	0
16509	0
16536	0
16560	0
16658	0
16693	0
16734	0
16807	0
16974	0
17116	1
17197	0
17280	0
17311	0
17417	0
17550	0
17555	0
17828	0
18040	0
18100	1
18162	0
18480	1
18618	1
18802	0
18829	0
18893	0
19004	0
19271	0
19303	0
19419	0
19474	0
19503	0
19741	0
19759	0
19892	0
20132	0
20257	0
20316	0
20477	0
20590	0
20723	0
20746	0
20785	0
20854	0
20887	0
20982	0
21206	0
21393	0
21433	0
21463	0
21549	0
21601	0
21636	0
21651	0
21779	0
21897	0
21963	1
22139	0
22243	0
22263	0
22333	0
22374	0
22384	0
22450	0
22620	0
22688	0
22734	0
22756	0
22938	0
23027	0
23082	0
23309	0
23369	0
23397	0
23446	0
23620	0
23643	0
23793	0
23829	1
23888	0
24035	1
24387	0
24645	0
24722	0
24777	0
24823	0
25001	0
25253	0
25554	0
25614	0
25719	0
25811	0
25908	1
25939	0
25945	0
26006	0
26018	0
26024	0
26090	0
26199	0
26201	0
26209	0
26356	1
26460	0
26764	0
26820	0
27271	0
27358	0
27493	1
27575	0
27601	0
27630	0
27690	1
27812	0
28049	0
28052	0
28193	0
28203	0
28265	0
28317	0
28605	0
28633	0
28678	1
28897	0
28988	0
29094	0
29221	1
29297	0
29530	0
29620	0
29654	0
29833	0
29869	0
29888	0
29985	0
