name	value
90	0
120	0
163	0
256	0
275	0
388	0
418	0
511	0
635	0
640	0
665	0
753	0
766	0
951	0
958	1
1019	0
1051	0
1069	0
1196	0
1216	0
1287	0
1366	0
1441	0
1444	0
1463	1
1658	0
1675	0
1804	1
1943	0
1945	0
1967	0
2055	0
2117	0
2273	0
2529	0
2554	0
2563	0
2624	0
2915	0
3061	1
3108	0
3417	0
3516	1
3720	0
3792	0
3814	1
3836	0
3923	0
4198	0
4227	0
4229	0
4314	0
4596	0
4597	1
4930	1
4950	0
5112	0
5115	0
5232	0
5359	0
5372	1
5416	0
5567	0
5709	0
5815	0
5847	0
6068	0
6216	0
6300	0
6380	0
6426	0
6549	0
6557	0
6776	0
6965	0
6971	0
7005	0
7054	0
7057	0
7221	0
7244	0
7362	0
7488	0
7650	0
7654	0
7670	0
7958	0
7987	0
8060	0
8086	0
8103	0
8141	0
8166	1
8197	0
8275	0
8295	0
8404	0
8518	0
8582	0
8635	0
8908	0
8917	0
8932	0
8980	0
8991	0
9130	0
9246	0
9392	0
9556	0
9572	0
9618	0
9650	0
9711	0
9761	0
9806	0
9826	0
9934	0
10037	0
10090	0
10155	0
10258	0
10273	0
10529	0
10677	0
10680	0
10897	0
10912	0
10926	0
11371	1
11457	0
11465	0
11521	1
11572	0
11623	0
11630	0
11827	0
11872	0
11968	0
12098	0
12112	0
12119	0
12149	0
12163	1
12235	0
12400	0
12721	0
12852	0
13004	0
13145	0
13409	1
13504	0
13687	0
13860	0
13926	0
14016	1
14067	0
14133	0
14189	0
14303	1
14339	0
14410	0
14504	0
14584	0
14743	0
14869	0
14891	1
14920	0
15091	0
15306	0
15343	0
15662	0
15853	0
15861	0
15978	0
16027	0
16188	0
16282	0
16484	0
16556	0
16557	0
16572	0
16724	1
16754	0
16763	0
16772	0
16827	0
16907	0
16952	0
17262	1
17306	0
17368	0
17512	0
17520	0
17665	1
17700	0
17721	0
17730	0
17778	0
17804	0
17927	1
18124	0
18163	0
18379	0
18551	0
18581	0
18602	0
18621	0
18682	0
18883	0
19043	0
19101	0
19184	0
19249	0
19358	0
19593	0
19609	0
19867	0
19883	0
19906	1
20175	0
20291	0
20492	0
20525	0
20554	0
20558	0
20581	0
20655	0
20709	1
20738	0
20775	0
20821	0
20930	0
21143	0
21249	0
21268	0
21354	0
21424	0
21467	1
21492	1
21585	0
21594	0
21669	0
21859	0
21961	0
22025	0
22035	1
22084	0
22108	0
22490	0
22534	0
22546	0
22554	0
22578	0
22622	0
22659	0
22708	0
22757	0
22803	0
22832	0
23048	0
23083	0
23257	0
23358	0
23382	0
23388	0
23423	0
23429	0
23525	0
23548	0
23623	0
23742	0
23864	0
23921	0
24067	0
24178	0
24195	0
24272	0
24336	0
24406	0
24407	0
24458	0
24537	0
24636	0
24756	0
24796	0
24856	1
24924	0
25064	0
25082	1
25093	0
25232	0
25255	0
25280	1
25292	0
25316	0
25319	0
25391	0
25404	0
25528	0
25561	0
25601	0
25607	0
25644	0
25775	0
25849	0
25877	0
25955	0
25984	0
26054	0
26061	0
26176	0
26212	0
26261	0
26278	0
26305	0
26463	0
26471	0
26543	0
26591	1
26597	0
26609	0
26632	0
26635	1
26650	0
26751	0
26779	0
26815	0
26938	1
26943	0
27002	0
27056	1
27093	0
27135	0
27217	1
27420	0
27500	0
27622	0
27759	0
27782	0
27981	0
28016	0
28277	0
28445	0
28460	0
28474	0
28522	0
28533	0
28558	0
28695	0
28777	0
28791	0
28820	1
29207	1
29261	0
29300	0
29493	0
29536	0
29582	0
29584	0
29588	0
29841	1
