name	value
171	1
303	0
657	0
817	0
1032	0
1113	0
1161	0
1498	0
1562	0
1882	0
1911	0
2220	0
2253	0
2327	0
2403	0
2616	0
2694	0
2734	0
2890	1
2948	0
3168	0
3305	0
3413	0
3576	0
3585	0
3890	0
4041	0
4076	0
4097	0
4279	0
4380	0
4705	0
4799	0
5006	0
5363	0
5414	0
5509	1
5520	0
5638	0
5653	0
5670	0
5687	0
5805	0
5873	1
5916	0
5936	0
5957	0
6084	0
6087	0
6112	0
6227	0
6275	0
6334	0
6563	0
6644	0
6873	1
6973	0
7068	0
7123	0
7219	0
7375	0
7555	0
7581	0
7673	0
7813	0
7898	0
7933	0
7960	0
8069	0
8193	1
8202	0
8216	0
8909	0
8959	0
8985	0
9052	0
9293	0
9432	0
9793	0
9831	0
9851	0
9935	0
9941	0
10157	0
10179	0
10314	0
10347	0
10374	0
10399	0
10408	0
10462	0
10601	0
10961	0
11155	0
11372	0
11426	0
11432	0
11446	0
11662	0
11729	0
11748	0
11840	0
11850	0
12137	0
12586	1
13155	1
13285	0
13311	0
13327	0
13403	0
13515	0
14073	0
14141	0
14166	0
14210	0
14329	0
14437	1
14741	0
14901	0
15073	0
15171	0
15186	0
15379	0
15507	0
15638	0
15665	0
16098	0
16427	0
16480	0
16894	0
17096	0
17141	0
17263	0
17799	0
17853	0
18177	0
18235	0
18315	0
18550	0
18858	0
18878	0
18978	0
19341	0
19452	0
19574	0
19974	0
19983	0
20035	0
20079	1
20179	0
20315	0
20504	0
20640	0
20910	0
20957	0
20980	0
21020	0
21254	0
21275	0
21559	0
21579	0
21816	0
22155	0
22225	0
22227	0
22232	0
22312	0
22388	0
22516	0
22552	0
22811	0
23058	0
23196	0
23351	0
23417	0
23465	0
23884	0
24264	0
24465	0
24952	0
25091	0
25195	0
25278	0
25346	0
25360	0
25714	0
26334	0
26689	0
26709	0
26741	0
26963	1
27102	0
27231	0
27398	0
27734	0
27763	0
27863	0
27909	0
27989	0
28062	0
28181	0
28300	0
28455	0
28512	0
28939	0
29016	0
29139	0
29459	1
29799	0
29925	0
