name	value
149	0
204	0
227	0
450	0
462	0
496	0
509	0
525	0
617	1
772	0
850	0
898	0
1010	0
1241	0
1246	0
1323	0
1353	0
1387	0
1402	0
1590	0
1602	0
1688	0
1950	0
2027	0
2045	0
2050	1
2230	0
2263	0
2551	0
2699	0
2768	0
2771	0
2808	1
2874	0
3050	0
3078	0
3104	0
3311	0
3361	0
3487	0
3583	0
3769	1
3866	1
3926	0
3961	0
4014	0
4110	0
4152	0
4252	1
4359	0
4474	0
4479	1
4545	0
4672	0
4683	0
4739	0
4770	0
4858	0
4872	0
5066	0
5413	1
5449	0
5451	0
5554	0
5599	0
5735	0
5747	0
5826	0
6005	1
6184	0
6291	0
6336	0
6427	0
6437	0
6619	1
6839	0
6928	0
6979	0
7004	0
7089	0
7216	0
7333	1
7558	0
7572	0
7634	0
7689	0
7877	1
8052	1
8087	0
8109	1
8279	0
8305	0
8365	0
8393	0
8466	0
8661	0
8701	1
8742	0
9017	0
9178	0
9200	0
9248	0
9281	0
9337	0
9493	0
9628	0
9704	0
9788	0
9963	1
10082	0
10394	0
10447	0
10458	0
10695	0
10905	1
11000	0
11080	0
11320	0
11375	0
11414	0
11435	0
11673	0
11679	0
11925	0
12041	0
12051	0
12076	1
12128	1
12414	0
12417	1
12471	0
12671	1
12676	0
12732	0
12744	0
12846	0
12934	0
12979	1
12994	1
13184	0
13206	0
13282	1
13383	0
13396	0
13471	0
13713	0
14122	0
14609	0
14725	0
14768	0
14970	0
14976	0
15051	0
15095	0
15107	0
15169	0
15307	0
15602	0
15631	0
15755	0
15922	1
15994	1
16020	0
16224	0
16337	0
16404	0
16515	0
16779	0
16988	0
17305	0
17402	0
17434	0
17444	0
17463	0
17570	0
17593	0
17600	0
17656	0
17727	0
17806	0
17902	0
17917	1
17944	1
17974	0
18052	0
18072	0
18144	0
18455	1
18474	0
18501	0
18522	0
18625	0
18641	1
18685	0
18919	0
18920	0
19047	0
19061	0
19074	1
19418	0
19539	0
19572	0
19758	0
20031	0
20084	0
20146	0
20155	1
20166	0
20202	0
20219	0
20232	0
20341	0
20556	0
20606	0
20747	0
20843	0
20911	0
20997	0
21021	0
21297	0
21602	0
21922	0
21997	0
22095	1
22123	0
22256	0
22338	0
22505	0
22703	0
23072	0
23127	0
23195	0
23215	0
23223	0
23294	1
23380	0
23528	0
23827	0
24126	0
24142	0
24253	0
24271	0
24521	0
24547	0
24650	0
24666	0
24818	0
24849	0
24918	0
24940	0
24990	0
25015	0
25140	0
25345	0
25406	0
25422	0
25456	0
25802	0
26025	0
26098	0
26167	0
26241	0
26521	0
26857	0
26945	0
26946	0
27017	0
27050	1
27058	0
27067	0
27153	0
27364	0
27367	0
27403	0
27496	0
27498	0
27531	0
27678	0
27854	0
27896	0
27906	0
27952	1
27967	0
28219	0
28498	0
28644	0
28668	0
28685	0
28821	0
29013	0
29083	0
29236	1
29250	0
29270	0
29528	1
29767	0
29782	0
29789	0
29819	0
29827	0
