name	value
103	0
191	0
398	0
414	0
471	1
473	0
676	0
707	0
747	0
1037	0
1044	0
1101	0
1381	0
1435	1
1686	0
1696	0
1706	0
1875	1
1876	0
1892	0
1941	0
1977	1
2018	0
2052	0
2093	0
2148	0
2291	0
2300	0
2378	0
2392	0
2601	0
2680	0
2731	0
2758	0
3122	0
3349	0
3486	0
3595	0
3607	0
3629	0
3696	0
3849	0
3870	0
3906	0
3956	0
4156	0
4167	1
4180	0
4320	1
4357	0
4471	0
4516	0
4594	0
4801	0
4834	0
4855	0
5117	0
5255	0
5265	0
5541	0
5543	0
5600	0
5819	0
5968	0
6065	0
6145	0
6646	0
6666	0
6792	0
6844	0
7051	0
7102	0
7326	0
7424	0
7684	0
7819	0
7829	0
8051	0
8056	0
8246	0
8288	0
8291	0
8335	0
8352	0
8408	0
8566	0
8591	0
8625	0
8734	0
8979	0
9072	0
9206	0
9254	0
9408	0
9733	0
9742	0
9841	0
9861	0
10009	1
10091	0
10180	1
10361	0
10388	0
10522	0
10610	0
10777	0
10811	1
11001	0
11108	1
11268	0
11357	0
11360	0
11405	0
11580	0
11675	0
11741	0
11804	0
11976	0
12045	0
12113	0
12157	0
12199	0
12225	0
12399	0
12409	0
12540	1
12601	0
12840	0
12907	0
12931	1
13024	0
13073	0
13115	0
13180	0
13368	0
13450	0
13499	0
13514	0
13652	0
13794	0
14136	0
14337	0
14390	0
14475	0
14766	0
14817	0
14875	0
14948	0
15052	0
15060	1
15293	0
15335	0
15368	0
15752	0
15890	0
15961	0
16109	0
16123	0
16440	0
16719	0
16785	0
16794	0
16805	0
17008	0
17018	0
17135	0
17234	0
17439	0
17523	0
17616	0
17626	1
17722	0
17762	0
17815	0
17825	0
17919	0
17986	0
18070	0
18135	0
18150	0
18258	0
18389	0
18500	0
18523	0
18545	0
18579	0
18644	1
18718	0
18943	0
19144	0
19380	0
19484	0
19621	0
19740	0
19766	0
19899	0
19954	0
19992	0
20005	0
20190	0
20330	0
20459	0
20598	0
20780	0
20860	0
21159	0
21289	0
21342	1
21353	0
21411	0
21498	1
21545	0
21678	0
21687	0
21711	0
21715	1
21757	0
21977	0
22008	0
22315	0
22523	0
22601	0
22606	0
22716	1
23014	0
23106	0
23108	0
23249	0
23629	0
23640	0
23782	0
24006	0
24010	0
24131	0
24133	0
24569	1
24594	0
24672	0
24730	0
24751	0
24822	0
25068	0
25089	0
25123	0
25413	0
25427	0
25452	0
25455	0
25582	0
25703	0
25809	0
25862	0
26012	0
26026	1
26124	0
26184	0
26353	0
26535	0
26631	1
26713	0
26736	0
26781	0
26897	0
27110	0
27320	0
27624	0
27664	0
27666	0
27764	1
27932	0
28063	1
28157	0
28313	0
28349	0
28398	1
28451	0
28598	1
28608	0
28664	0
29154	0
29382	0
29559	0
29894	0
29903	0
