name	value
162	0
308	0
386	0
403	0
427	0
842	0
1034	0
1107	0
1131	0
1182	0
1428	0
1465	1
1622	0
1816	0
1852	0
1868	0
1874	0
2021	0
2031	0
2305	0
2312	0
2464	0
2578	0
2603	0
2664	0
2705	0
2845	0
3139	0
3403	1
3427	0
3548	0
3662	0
3779	0
3816	0
3968	0
4021	0
4233	0
4296	0
4395	0
4422	0
4537	1
4548	0
4657	0
4756	0
4868	0
5057	0
5297	0
5311	0
5331	0
5462	0
5739	0
5773	0
5917	0
5927	0
6094	0
6519	0
6522	0
6559	0
6649	0
6715	0
6783	0
6834	0
6944	0
7174	0
7491	0
7494	1
7514	0
7566	0
7867	0
7919	0
8003	0
8042	0
8495	0
8688	0
8721	0
9002	0
9142	0
9355	0
9398	0
9414	0
9475	0
9638	1
9653	0
9799	0
9873	1
10118	0
10193	1
10334	0
10367	0
10426	0
10428	0
10440	0
10476	1
10517	0
10828	0
10834	1
11011	1
11046	1
11054	1
11132	0
11310	0
11416	0
11592	0
11753	0
12125	0
12377	0
12445	0
12595	0
12919	0
12963	0
13019	0
13310	0
13442	0
13529	0
13546	0
13691	0
13761	0
13845	0
13878	0
14152	0
14222	0
14268	0
14310	0
14311	0
14409	0
14426	0
14450	0
14525	0
14610	0
14717	0
14769	0
14775	0
14876	0
15192	0
15284	0
15398	0
15467	0
15515	0
15678	0
15926	0
15970	0
16039	0
16165	0
16182	1
16449	0
16583	0
16622	0
16624	0
16662	0
16782	1
16783	1
16870	1
16874	0
17097	0
17161	0
17182	0
17269	0
17331	0
17355	0
17565	0
17624	0
17632	0
17814	0
17817	0
18188	0
18263	0
18400	0
18408	0
18557	0
18570	0
18593	0
18673	0
18688	0
18712	0
18739	0
18740	0
18933	0
18937	0
19187	0
19235	0
19359	0
19481	0
19534	0
19556	0
19581	0
20029	0
20122	0
20361	0
20376	0
20616	0
20812	0
21012	0
21127	0
21327	0
21472	1
21641	0
21796	0
21849	0
21867	0
22638	0
22843	0
22869	0
22935	0
22995	0
23071	0
23107	0
23111	0
23299	0
23360	0
23496	0
23497	0
23605	0
23622	1
23691	1
23808	0
23952	0
23971	0
24119	0
24233	1
24319	0
24434	0
24595	0
24983	0
25150	0
25514	0
25708	0
25721	0
25725	0
25869	0
25973	0
26141	0
26299	0
26425	0
26512	0
26617	0
26819	0
26860	0
26890	0
26982	1
27013	0
27066	0
27140	0
27357	0
27483	0
27733	0
27845	0
27953	0
28024	0
28085	0
28108	0
28462	0
28638	0
28798	0
28915	0
28938	0
28980	0
29338	0
29491	0
29510	0
29565	0
29645	1
29821	0
