name	value
92	0
249	0
333	0
356	0
722	1
1115	0
1172	0
1407	1
2003	0
2153	0
2205	0
2447	0
2675	0
2889	0
3137	0
3238	0
3381	0
3529	0
3602	0
4317	0
4400	0
4489	0
4608	0
4752	0
4759	1
5166	0
5200	0
5387	0
5579	0
5644	0
5797	0
6115	0
6219	0
6317	0
6469	0
6943	0
7058	0
7323	0
7500	0
7779	0
7914	0
8071	0
8366	1
8373	0
8454	0
9008	0
9062	0
9115	0
9553	0
9636	1
10277	1
10486	0
10513	0
10538	0
10541	0
10550	0
10780	0
10867	0
10900	0
10946	0
10990	0
11483	0
11617	0
11689	0
12077	1
12446	0
12554	0
12592	0
12692	0
12773	1
12887	0
13233	0
13254	0
13444	0
13491	0
13610	0
14051	0
14541	0
14546	0
14764	1
14818	0
14936	0
15253	0
15396	0
15682	0
15789	0
15866	0
15973	0
16068	0
16357	0
16474	0
16618	0
16850	0
17003	0
17031	0
17104	0
17170	0
18201	0
18232	0
18256	1
18427	0
18450	0
18643	0
18646	0
18822	0
18873	1
18992	1
19036	0
19640	0
19767	0
19821	0
19997	0
20009	0
20154	0
20522	0
20955	0
20992	0
21032	0
22023	0
23040	0
23173	0
23410	0
23762	0
23802	0
24220	0
24420	0
24506	0
24691	0
24710	0
24725	0
25028	0
25202	1
25313	0
25451	0
25762	0
26083	1
26129	0
26407	0
26656	0
27001	0
27043	0
27072	0
27139	0
27190	0
27213	0
27751	0
27882	0
28822	0
28871	0
29047	0
29145	0
29219	0
29466	0
29928	1
29962	0
