name	value
28	1
76	0
127	0
154	0
279	1
478	0
530	1
727	0
802	0
815	1
875	1
1255	1
1518	0
1560	0
1621	0
1858	0
1987	0
2246	0
2484	0
2562	1
2582	0
2773	0
2987	0
3005	0
3143	0
3568	0
3632	1
3683	0
3691	0
4009	1
4070	0
4078	0
4140	0
4187	0
4600	0
4670	0
4890	0
4899	0
4901	0
4912	0
5318	0
5354	0
5386	0
5439	1
5680	0
5748	0
5776	0
5867	0
5954	0
6099	0
6108	0
6185	0
6316	0
6325	0
6436	0
6475	1
6627	0
6897	0
7047	0
7050	0
7182	0
7237	0
7359	0
7503	0
7711	0
7712	0
7866	0
7883	0
7974	0
8131	0
8270	0
8336	1
8364	0
8451	0
8726	0
8791	0
8805	0
8806	0
9084	0
9096	0
9199	0
9339	0
9399	0
9407	0
9410	1
9642	0
9770	0
9820	0
9970	0
10001	0
10116	0
10434	0
10449	0
10590	0
10784	0
10929	0
10954	0
10995	1
11597	0
11633	0
11708	1
11742	0
11844	1
11950	0
12290	0
12524	1
12599	0
12619	0
12633	1
12703	0
12712	0
12726	0
12777	0
12862	0
12890	0
13052	0
13389	0
13511	0
13664	0
13730	0
13927	0
13969	0
14041	0
14193	0
14203	0
14369	0
14435	0
14465	0
14579	0
14657	0
14889	0
14898	0
14965	0
14996	0
15033	0
15156	0
15202	0
15380	0
15475	0
15521	0
15658	0
15690	0
15706	1
15826	0
15967	0
16072	0
16115	0
16153	0
16199	0
16314	0
16374	0
16402	0
16855	0
16871	0
16913	0
16935	0
17115	0
17229	0
17279	0
17294	0
17457	0
17461	0
17488	0
17958	0
18038	0
18233	0
18308	0
18356	1
18516	0
18563	0
18620	0
18655	0
18848	0
19023	0
19111	0
19119	0
19312	0
19331	0
19406	0
19422	0
19488	0
19519	0
19570	0
19579	0
19596	0
19598	0
19884	0
19996	0
20071	1
20325	0
20456	0
20457	0
20479	0
20634	0
20772	0
20777	0
20841	0
20881	0
20898	0
20951	0
20965	0
20988	0
20995	0
21010	0
21041	0
21216	0
21328	0
21465	0
21476	0
21652	0
21771	0
21908	0
21962	0
21987	0
22460	0
22493	0
22510	0
22524	1
22531	0
22862	0
22989	0
23151	0
23479	0
23517	0
23847	0
23860	0
24177	0
24326	0
24329	0
24534	0
24555	0
24565	0
24574	0
24705	0
24737	0
24746	0
24749	1
25017	0
25051	0
25066	0
25228	0
25357	1
25362	0
25387	0
25405	0
25509	0
25646	0
25710	0
25711	0
25771	1
25850	0
25928	0
26058	0
26414	0
26458	0
26496	1
26504	0
26552	1
26731	0
26768	0
26836	0
26987	0
27070	0
27146	1
27198	0
27204	0
27281	0
27397	0
27411	0
27417	0
27523	0
27534	0
27570	0
27918	1
28195	0
28392	0
28395	1
28516	0
28620	0
28811	0
29080	0
29157	0
29305	0
29315	0
29387	1
29404	0
29420	0
29655	0
29670	0
29741	0
29791	0
29803	0
29847	0
29923	0
