name	value
45	0
69	0
72	0
79	0
107	0
288	0
415	0
444	0
452	0
527	1
532	1
593	0
806	0
876	1
914	0
974	0
1262	0
1335	0
1462	0
1486	0
1515	0
1536	1
1559	0
1561	0
1588	0
1659	0
1679	0
1701	0
1743	0
1794	0
2071	1
2119	0
2284	0
2334	0
2369	0
2472	0
2515	0
2715	0
2999	0
3011	0
3055	0
3059	0
3086	0
3150	1
3588	0
3623	0
3925	1
3974	0
4034	1
4069	0
4321	0
4367	0
4408	0
4617	1
4622	0
4726	0
4765	0
4788	0
4797	0
4804	0
4830	0
4973	0
5022	0
5081	0
5272	0
5289	0
5366	0
5434	0
5788	0
5994	0
6036	0
6060	0
6074	0
6250	0
6312	0
6362	0
6405	0
6594	0
6803	0
6930	0
6938	0
6950	0
7042	0
7106	0
7588	0
7814	0
7836	0
7858	0
7884	0
7924	0
7984	1
8010	0
8023	0
8062	1
8135	0
8178	0
8258	0
8330	0
8374	0
8663	0
8678	0
8682	0
8707	0
8741	0
9036	0
9105	0
9127	0
9365	0
9456	0
9566	1
9710	1
9867	0
9895	0
10016	0
10035	0
10099	0
10177	0
10245	0
10325	0
10445	0
10461	0
10637	0
10644	0
10697	0
10788	0
10829	0
10889	1
10925	0
10948	0
10960	0
11003	0
11325	0
11462	0
11558	0
11747	0
11781	0
11911	0
11941	0
11988	0
12021	0
12110	0
12233	0
12247	0
12437	0
12457	0
12483	0
12515	0
12655	0
12704	0
12875	0
12941	0
12945	0
13018	0
13060	0
13074	0
13228	0
13288	0
13306	0
13419	0
13464	0
13731	0
13785	0
13908	1
13988	0
14137	0
14155	0
14228	0
14252	0
14458	0
14492	0
14591	0
14646	0
14664	0
14692	0
14963	0
14977	0
15018	0
15063	1
15158	0
15305	0
15358	0
15389	0
15435	0
15481	0
15702	0
15825	0
15857	0
15867	0
15880	0
16032	0
16046	0
16099	0
16198	0
16245	0
16311	0
16371	0
16476	0
16507	0
16520	0
16640	0
16702	0
16732	1
16986	1
17309	0
17317	0
17349	0
17383	0
17574	0
17645	0
17708	0
17847	0
17943	1
18000	0
18039	0
18114	0
18157	0
18200	0
18255	1
18270	0
18316	0
18350	0
18533	0
18586	0
18672	0
18874	0
18993	0
19034	0
19156	0
19193	0
19219	0
19247	0
19284	0
19335	1
19502	0
19592	1
19636	0
19675	0
19721	0
19839	0
19931	0
20080	0
20107	0
20164	0
20337	0
20365	0
20420	1
20645	0
20658	0
20691	0
20693	0
20695	0
20749	0
20764	0
20810	0
21111	0
21222	0
21232	0
21234	0
21459	0
21616	0
21699	0
21736	0
21767	0
21788	0
21790	0
21806	0
21857	0
22046	0
22060	0
22223	0
22346	0
22392	0
22395	0
22492	0
22553	0
22618	0
22702	0
22750	0
22932	0
23117	0
23245	0
23313	0
23367	0
23519	0
23721	0
23727	0
23763	0
23784	0
23792	0
23828	0
23939	0
23954	0
24031	1
24084	0
24117	0
24340	0
24423	0
24429	0
24436	0
24498	0
24548	0
24697	0
24713	0
24769	0
24800	1
24814	0
24860	0
24900	0
24953	0
25067	1
25162	0
25208	0
25318	1
25578	0
25751	0
25799	0
25838	0
25840	1
25873	0
25930	0
26016	0
26044	0
26140	0
26255	0
26264	0
26308	1
26311	0
26389	0
26491	0
26659	0
26700	0
26793	0
26817	0
26853	0
26995	0
27039	1
27071	0
27174	0
27196	0
27211	0
27229	0
27290	0
27304	0
27310	0
27461	0
27495	0
27721	1
27765	0
27803	0
27806	0
27851	0
27859	0
27897	0
27944	1
27995	0
28097	0
28192	0
28303	0
28452	0
28494	0
28576	0
28662	0
28683	0
28892	0
28987	0
29082	1
29147	0
29160	0
29188	0
29211	0
29231	0
29303	0
29355	0
29406	0
29518	0
29586	0
29693	0
29889	0
29902	0
