name	value
77	1
446	0
720	0
794	0
862	0
1006	0
1221	0
1370	0
2234	0
2451	0
2659	0
3465	0
3530	0
3556	0
3821	0
4522	0
4615	0
4664	0
4840	0
4893	0
4917	0
5153	0
5895	0
6409	0
6468	0
6504	0
6540	1
6711	0
6757	0
7321	0
8172	0
8310	0
8382	0
8412	0
8660	1
8762	0
8826	0
8874	0
8898	0
9040	0
9892	0
9926	1
10293	0
10339	0
10670	0
10854	0
10857	0
10881	0
11141	1
11274	0
11300	0
11857	1
11915	0
12283	0
12888	0
12944	0
12980	0
13058	0
13537	0
13797	0
14284	0
14315	0
14471	0
15135	0
15163	0
15395	0
15442	0
15972	0
16044	0
16162	0
16306	0
16409	0
16878	1
16980	0
17059	0
17536	0
18603	0
18751	0
19633	0
19882	0
20379	0
20754	0
21175	0
21359	0
21513	0
22014	0
22104	0
22173	0
22235	0
22254	1
22360	0
22662	0
23138	0
23407	0
23421	0
23656	0
23798	0
24288	1
24677	0
24807	1
25004	0
25343	0
25657	0
26082	0
26180	0
26238	0
27049	0
27160	1
27747	0
27768	0
27784	0
27798	0
27908	0
28041	0
28115	0
28149	0
28208	0
28470	0
28737	1
28846	0
29024	0
29555	0
29561	0
29731	0
