Start	End	Weight
156	198	0.747100182576105
170	212	0.9730435719247907
198	212	0.8691861568950117
285	358	0.8798904404975474
218	437	0.6300639084074646
212	490	0.6135848111007363
218	490	0.8486526110209525
212	500	0.8431367452722043
198	658	0.826097987825051
212	778	0.8094146477524191
655	986	0.8445261064916849
105	1100	0.9471160511020571
626	1100	0.8168734062928706
1046	1256	0.847590395482257
1100	1296	0.9567159360740334
212	1326	0.38196900580078363
986	1354	0.8613996549975127
218	1358	0.8645334127359092
717	1358	0.6136622780468315
218	1382	0.9156009280122817
778	1400	0.24834882700815797
986	1400	0.6148680434562266
967	1551	0.7295139757916331
1500	1551	0.690000165021047
1382	1672	0.7792178327217698
1551	1766	0.7090835475828499
156	1777	0.6551190812606364
778	1986	0.9226762182079256
1756	2068	0.5855962038040161
1256	2108	0.8706657276488841
1756	2121	0.41226991871371865
437	2132	0.6548574932385236
105	2336	0.9776834866497666
717	2454	0.900445562787354
218	2476	0.8473926817532629
1501	2579	0.5090147173032165
1256	2688	0.8918715694453567
212	2719	0.7620430365204811
2688	2719	0.8314115921966732
1400	2792	0.5014589598868042
105	2971	0.6217570113949478
1354	3004	0.7222198585513979
1733	3004	0.566307469503954
2579	3033	0.5493287267163396
1130	3223	0.998258424224332
1100	3309	0.7932609664276242
2296	3393	0.6966946858447045
2336	3393	0.794301182962954
2336	3552	0.9388925938401371
1756	3625	0.8637863246258348
105	3894	0.8631817640271038
1100	4335	0.8212405745871365
285	4475	0.9367627357132733
437	4475	0.7339598592370749
1672	4583	0.5402352369856089
1733	4686	0.5486944098956883
2137	4745	0.8083391038235277
1733	4827	0.9657088904641569
1354	4896	0.5250938762910664
1570	4977	0.7434823687653989
1756	4997	0.5733216339722276
2296	5046	0.5435174461454153
285	5124	0.7885515030939132
4677	5424	0.4760088468901813
1100	5498	0.3160305991768837
3393	5610	0.6148840619716793
655	5727	0.8575935491826385
156	6017	0.927258879179135
2068	6032	0.975999521324411
218	6129	0.7672411217354238
2068	6141	0.5385615453124046
2879	6382	0.9630725069437176
2865	6487	0.8615800754632801
1354	6514	0.8115039463154972
658	6550	0.8722899719141424
156	6856	0.9935664075892419
6662	6866	0.8828540805261582
5912	6883	0.6346966454293579
1766	6907	0.8152227252721786
1193	6911	0.6992800734005868
778	7187	0.9965405268594623
6662	7468	0.6226921593770385
2865	7804	0.5094004247803241
778	7879	0.3971797055564821
358	7906	0.9964006294030696
6550	7964	0.8402399267069995
4745	8123	0.8365966393612325
2296	8307	0.5179104679264128
6883	8307	0.5930561136920005
986	8316	0.9226014167070389
105	8480	0.9264411279000342
3552	8515	0.5718322487082332
967	8633	0.7354647472966462
6503	8633	0.894901194376871
8940	8984	0.7873809114098549
218	9083	0.6771685755811632
4583	9194	0.5831888695247471
2137	9198	0.6085900887846947
1354	9328	0.6702686976641417
7512	9428	0.534266923321411
655	9446	0.7092345017008483
6662	9446	0.8196833720430732
1130	9459	0.8876190981827676
4113	9477	0.6168610064778477
212	9667	0.9433005969040096
1551	9721	0.8847460907418281
2476	10187	0.8802777626551688
3223	10194	0.7370591850485653
5424	10194	0.8805035906843841
8188	10213	0.8928200837690383
2792	10508	0.8017047732137144
4677	10508	0.6237542391754687
4677	10561	0.9068416655063629
6017	10561	0.8541861493140459
7817	10726	0.8777076790574938
156	10730	0.6137494873255491
1046	10741	0.8541608927771449
7187	11024	0.9350475245155394
655	11075	0.9265720709227026
717	11082	0.6134097680915147
8192	11082	0.3636030063498765
1256	11113	0.8970151687972248
8633	11126	0.8258041108492762
9667	11169	0.9286608714610338
1130	11334	0.6182131706736982
8188	11422	0.6770582965109497
156	11568	0.2966988019179553
4485	11577	0.523361426545307
156	11599	0.9783371498342603
10158	11649	0.6056943493895233
170	11731	0.829194389982149
5498	11822	0.9335248691495508
6503	11825	0.719078395050019
105	12095	0.5335811206605285
1733	12257	0.5861116582527757
2879	12334	0.20972430589608848
2865	12385	0.6004911290947348
10508	12385	0.6115466903429478
1354	12463	0.9557150795590132
1986	12559	0.7002636436372995
9446	12625	0.773691997397691
490	12713	0.8672490976750851
11731	12733	0.48556506680324674
500	12750	0.7835621614940464
8188	12850	0.4226015415042639
9328	12850	0.8831312428228557
218	12915	0.8939997921697795
1130	12933	0.6987197869457304
4745	12962	0.9424364671576768
658	13032	0.43830797518603504
8316	13096	0.6856515265535563
11113	13172	0.5616303707938641
2879	13236	0.6669717461336404
11620	13236	0.8051384428981692
218	13247	0.8963436472695321
6272	13293	0.3781411510426551
11082	13324	0.8670147890225053
2108	13530	0.9539389181882143
8334	13530	0.9780909039545804
13096	13554	0.16157912253402174
156	13563	0.6088424646295607
8854	13563	0.7974230365362018
1130	13564	0.6953284859191626
967	13595	0.3814206141978502
1326	13613	0.8127711899578571
5942	13684	0.4278665508609265
8633	13684	0.6277352913748473
6806	13704	0.7066260690335184
10194	13704	0.45579769904725254
1193	13838	0.9842224675230682
1756	13838	0.9900316894054413
10194	13850	0.6456053243018687
11731	13889	0.5420820550061762
12625	13889	0.6571687569376081
13563	13959	0.8481568780262023
4485	14099	0.7337467118632048
7187	14223	0.8004383600782603
11216	14223	0.8496687051374465
5381	14231	0.830077427206561
8123	14231	0.6210659593343735
1382	14286	0.8106604493223131
3033	14292	0.8702362682670355
5942	14340	0.7314874480944127
11731	14423	0.52549490169622
2719	14447	0.900623946916312
7187	14641	0.6200947959441692
7906	14735	0.8209581435658038
14099	14794	0.9511515127960593
4677	14806	0.7661699913442135
7901	15037	0.5321881459094584
5912	15197	0.9407880690414459
218	15213	0.8756697094067931
9619	15236	0.8902107297908515
4475	15261	0.7760622031055391
212	15381	0.38465887610800564
4997	15452	0.8510930351912975
655	15458	0.611892405198887
1256	15476	0.8774372301995754
1756	15476	0.8864864513743669
8480	15478	0.47240139078348875
7187	15487	0.6976310207974166
1733	15501	0.8951185594778508
8480	15527	0.6607124235015363
490	15576	0.8019984613638371
10158	15640	0.7985461337957531
13324	15640	0.6743734299670905
2132	15854	0.8251033597625792
212	15911	0.9606708895880729
3894	15960	0.6597527824342251
170	15968	0.4819811596535146
626	15980	0.6468838618602604
6272	16054	0.6122228023596108
10726	16054	0.9869811297394335
1130	16171	0.46234506857581437
1733	16176	0.4962622132152319
2865	16291	0.847464575432241
10762	16291	0.9992228245828301
7817	16292	0.7480845865793526
13563	16367	0.4736302469391376
4113	16426	0.6391666624695063
14447	16426	0.832913285586983
15037	16441	0.47691912134177983
12742	16492	0.7395360523369163
2296	16601	0.4401798089966178
156	16749	0.5431517316028476
6883	16861	0.9318370211403817
12750	16900	0.8753484201151878
11825	17165	0.7809488330967724
5912	17168	0.26790437707677484
12463	17168	0.6152511544059962
2108	17469	0.8852005749940872
3034	17469	0.8676935711409897
15452	17639	0.44951071008108556
5124	17672	0.8299556544516236
6907	17707	0.7323836053255945
717	17952	0.46736873127520084
17469	18048	0.8583956533111632
16291	18062	0.9222655913326889
14231	18184	0.9338256900664419
9619	18274	0.6023956823628396
1501	18370	0.09282400947995484
437	18402	0.9639177212957293
15840	18410	0.5489059146493673
2068	18425	0.6941648535430431
11082	18446	0.39379060198552907
17588	18446	0.5029702079482377
14641	18457	0.7516109507996589
1358	18466	0.8315201736986637
212	18668	0.5452770991250873
3309	18788	0.8441755708772689
6911	18788	0.721923605306074
10508	18846	0.8252378769684583
212	18956	0.753383010160178
18410	18998	0.9377686970401555
18950	18998	0.7003831600304693
156	19070	0.2642548985313624
655	19082	0.7738658543676138
14641	19123	0.95707474113442
6487	19162	0.45022711623460054
18184	19274	0.6270259048324078
18998	19274	0.5888751035090536
1733	19362	0.4912395062856376
4686	19362	0.7822270691394806
218	19370	0.988963958574459
4745	19370	0.9908377493266016
5496	19394	0.7255854052491486
967	19403	0.8158170587848872
4977	19523	0.6977144558914006
13889	19523	0.84058902063407
105	19538	0.5009175655432045
2865	19538	0.6567989769391716
18668	19562	0.7138632524292916
19131	19587	0.7005717172287405
4977	19605	0.4534120475873351
6911	19663	0.6491197266150266
655	19836	0.3161488517653197
19663	19919	0.3501564811449498
11620	20022	0.3344342987984419
7901	20086	0.0868550396990031
12933	20093	0.7099398272112012
4977	20095	0.43995647062547505
18410	20095	0.39546425989829004
5124	20099	0.39697715849615633
6907	20130	0.4674115255475044
7879	20130	0.5576964176725596
1296	20225	0.9665106285829097
6230	20225	0.9669159206096083
717	20259	0.561186381848529
20153	20259	0.8688804539851844
3552	20287	0.6382957429159433
14641	20313	0.5918575739488006
8188	20402	0.4982850132510066
8633	20425	0.324397390242666
212	20429	0.9926113619003445
4677	20429	0.42398139205761254
156	20461	0.9460577776189893
2865	20461	0.7828669170849025
14223	20465	0.7157746711745858
17672	20471	0.6736345840618014
105	20671	0.9675198611803353
7817	20671	0.9051623877603561
6272	20839	0.9577790279872715
14447	20891	0.22076247306540608
8334	20944	0.8070429121144116
14223	21066	0.8747974338475615
11113	21084	0.9527012673206627
17373	21084	0.9615599750541151
3894	21226	0.4843879237305373
10158	21226	0.2067687031812966
1766	21273	0.8917476732749492
15261	21273	0.8358478546142578
12915	21525	0.9728487201500684
6856	21617	0.9329845721367747
17672	21673	0.3609844639431685
1193	21804	0.669045623159036
1733	21813	0.6001237430609763
21648	21813	0.8242351557128131
20153	21846	0.7664157031103969
15576	21862	0.8680709388572723
14223	21885	0.4275790781248361
12625	21906	0.8694693823345006
12257	21960	0.8762431317009032
3393	22131	0.8028200797270983
6907	22138	0.9262325149029493
13554	22313	0.637457066681236
6662	22329	0.8256396907381713
8123	22329	0.8674947279505432
5484	22351	0.9190396147314459
14794	22351	0.6451442285906523
13293	22385	0.9226527807768434
7187	22486	0.927030554972589
4677	22637	0.4929879379924387
12385	22689	0.7740721669979393
16492	22689	0.6143409740179777
212	22712	0.9373346453066915
2865	22853	0.6594546774867922
13736	22853	0.8697947743348777
4977	22863	0.7207266315817833
18274	22863	0.8973361600656062
1733	22873	0.7758780608419329
11334	22873	0.8347893846221268
1500	22925	0.6247654403559864
500	22936	0.6185170456301421
2579	22936	0.7438696776516736
626	22985	0.8976676214952022
14641	23002	0.64467384503223
13096	23054	0.8699438590556383
717	23067	0.10178686073049903
18457	23067	0.43674348876811564
6017	23119	0.5011968915350735
6856	23134	0.6236179997213185
2137	23211	0.46139448741450906
2865	23235	0.9528043931350112
500	23340	0.929496391210705
170	23392	0.9621664823498577
626	23454	0.36988107999786735
2579	23499	0.9724879590794444
12463	23625	0.6824220567941666
22486	23810	0.846939408686012
6662	23830	0.3880216823890805
1986	23846	0.8589674804825336
15576	23941	0.5109980700071901
6856	24028	0.06363962311297655
15452	24028	0.2998096118681133
14794	24086	0.5424322325270623
717	24091	0.7372895816806704
11422	24091	0.7607838087715209
1256	24139	0.8649968486279249
11577	24172	0.6809645080938935
23002	24172	0.6643020382616669
19394	24212	0.9165542821865529
18402	24218	0.6540136244148016
5912	24332	0.30021873372606933
5124	24333	0.5328681883402169
8984	24333	0.49318983079865575
218	24337	0.0783810259308666
17469	24463	0.9881863181944937
16291	24492	0.18983149249106646
7187	24540	0.3808058293070644
18402	24709	0.9306204880122095
285	24859	0.4147177538834512
12713	24859	0.6321753626689315
7901	25073	0.9112564998213202
23625	25073	0.7008769905660301
11649	25217	0.2906521507538855
