Start	End	Weight
492	498	0.816475871950388
507	1931	0.8498257372993976
507	2005	0.9957569136749953
649	2005	0.9470995352603495
2034	2085	0.8887488236650825
2152	2398	0.9335865096654743
492	2407	0.8747243224643171
507	2429	0.9739712572190911
507	2435	0.46170942042954266
2429	2606	0.35352023341692984
649	2717	0.7387840573210269
1931	2970	0.2767362219747156
498	3030	0.9657889155205339
2034	3030	0.9075208513531834
2085	3154	0.8965145517140627
2125	3154	0.9950010753236711
507	3178	0.5536008456256241
507	3229	0.7543623233214021
2085	3255	0.9510822668671608
1931	3264	0.7706030560657382
2125	3857	0.8154602751601487
649	4045	0.7672245446592569
507	4096	0.6436702073551714
2398	4128	0.9686150068882853
2034	4387	0.7875319640152156
3154	4484	0.7989817361813039
2389	4595	0.687058535637334
2407	4595	0.71445291000418365
1984	4663	0.7806709574069828
4387	4663	0.6319751690607518
2717	4671	0.5322573406156152
3264	4937	0.9832762759178877
498	4940	0.4965929475147277
498	5158	0.6355410299729556
2125	5417	0.5763917271979153
2152	5516	0.8491493535693735
1607	5765	0.5898273217026144
2085	5765	0.9843052958603948
2152	6090	0.882342031924054
4937	6090	0.2524761885870248
3857	6638	0.5541326722595841
5765	6801	0.4603437518235296
3857	6821	0.615993587533012
2059	6861	0.6223241752013564
2007	6953	0.95460848021321
4387	7202	0.5030409379396588
2407	7211	0.7496646572835743
507	7220	0.694401428103447
2034	7578	0.7422331082634628
4045	7695	0.6650030810851604
2059	7777	0.837889097398147
7695	7832	0.8440868265461177
507	8426	0.8640952857676893
2034	8426	0.5956753001082689
492	8578	0.8701432442758232
2398	8649	0.7902650688774884
8089	8814	0.9114460039418191
8578	8814	0.8821549341082573
4671	8866	0.42729184380732477
6495	9237	0.7723753664176911
507	9239	0.48226506751962006
2407	9331	0.8384164087474346
9237	9331	0.8431182552594692
2034	9700	0.9629363415297121
2429	9821	0.8020011640619487
6953	10141	0.9858806398697197
7777	10141	0.3702515191398561
3154	10254	0.40045825368724763
507	10536	0.7241601864807308
9821	10643	0.46184010594151914
507	10668	0.5810321301687509
5417	11352	0.6556128112133592
649	11881	0.9807809263002127
2152	12541	0.7812805543653667
7777	12908	0.7636241458822042
2429	13051	0.9099180484190583
10536	13095	0.5495199770666659
6953	13126	0.777657330268994
6707	13211	0.9592577023431659
7578	13392	0.8311829075682908
2034	13466	0.9067874937318265
13211	13466	0.9989433323498815
2059	13724	0.20778557402081788
8426	13743	0.6666660693008453
6090	14119	0.6893064565956593
2059	14160	0.8533187611028552
4048	14375	0.9819619837217033
11182	14375	0.8994323522783816
7211	14542	0.7584471523296088
9921	14542	0.6969895751681179
507	15191	0.40089059760794044
7220	15354	0.5791490394622087
2034	15997	0.8490822375752032
4048	16059	0.5641031335107982
8578	16355	0.8551161729265004
649	16959	0.949326912406832
5765	17053	0.5175210097804666
5516	17075	0.6288504814729095
12407	17204	0.5375737999565899
9237	17275	0.5024175462312996
4048	17287	0.8619975517503917
14542	17984	0.7098082038573921
15544	17984	0.7973499433137476
498	17987	0.8199045406654477
2007	17987	0.9318950788583606
2085	18045	0.24285792815499008
9237	18159	0.20670642121694982
11352	18381	0.7584365485236049
15218	18381	0.642625424079597
2059	18659	0.7239915383979678
13999	18659	0.8134858822450042
12908	18761	0.9453933003824204
2034	18764	0.49464841606095433
17595	18764	0.8662250894121826
1931	18855	0.8857811917550862
6801	18944	0.41947861784137785
2152	19065	0.9354944168590009
498	19121	0.1466646722983569
2059	19122	0.8558237610850483
8578	19140	0.7167323804460466
10526	19170	0.8473738292232156
9821	19177	0.4678118829615414
507	19180	0.8311340797226876
8649	19450	0.721599108306691
7578	19652	0.6743403235450387
2007	19783	0.7780545933637768
3264	19909	0.32695994549430907
7777	20091	0.9212137188296765
498	20140	0.43914632010273635
12407	20432	0.5709943207912147
7777	20734	0.7878068790305406
2007	20844	0.8449854312930256
6638	20866	0.32156616542488337
5516	21473	0.27032954595051706
2125	21524	0.9353771272581071
11881	21554	0.7406112959142774
10526	21710	0.765218558954075
17987	21710	0.46470756898634136
9237	21826	0.18213561666198075
498	21915	0.6473863758146763
2034	22340	0.6375091834925115
2005	22397	0.6781357021536678
21554	22443	0.3926541234832257
2152	22603	0.6715457893442363
649	22816	0.7308220923878253
498	22896	0.8762091714888811
507	23558	0.5310357755515724
498	23895	0.3751640673726797
15544	24238	0.4827236491255462
4048	24290	0.722915852908045
7777	24290	0.7045982447452843
2125	24310	0.8353541055694222
498	24484	0.5768822224345058
20091	24484	0.5679475488141179
17987	24544	0.9572983784601092
5516	24784	0.3904244133736938
7777	24784	0.6722895943094045
13051	24926	0.26199211925268173
507	24939	0.7387073738500476
17595	25035	0.5841767252422869
2407	25125	0.9628613467793912
19177	25364	0.9614632448647171
10254	25632	0.7131870584562421
15408	25851	0.9122343158815056
19783	25990	0.5905906320549548
2717	26055	0.9923741878010333
17595	26055	0.6587600202765316
7211	26106	0.5017723010387272
2606	26187	0.7470828529912978
21710	26360	0.9754156358540058
7220	26914	0.9428686047904193
7832	26948	0.6905686899553984
1931	27421	0.8595077644567937
15408	27421	0.5395995455328375
14707	27441	0.44628469087183475
17984	27441	0.47761346283368766
4048	27503	0.18820758326910436
10526	27554	0.6780229278374463
7695	27673	0.9288694967981428
14900	27673	0.6277079773135483
4937	27685	0.6346372105181217
507	27771	0.8987431968562305
8426	27901	0.6716556409373879
12407	27945	0.8392113239970058
22340	27945	0.8700926036108285
2152	28215	0.9825170855037868
22816	28610	0.5296614824328572
5417	28690	0.8537050744052976
4096	28778	0.5849161504302174
5765	29001	0.5478378918487579
498	29115	0.5734288557432592
2970	29168	0.3807952969800681
23558	29177	0.44394390820525587
11352	29287	0.4325935470405966
