Start	End	Weight
140	267	0.958989302162081
261	267	0.9641987488139421
29	465	0.7472389510367066
186	535	0.88709383783862
419	535	0.9116657390259206
261	606	0.9878905154764652
261	632	0.23619085643440485
186	683	0.8363442805130035
186	872	0.48425886151380837
574	872	0.8329182921443135
267	1055	0.8746046607848257
29	1230	0.5469629317522049
1275	1350	0.7685369772370905
1230	1352	0.7818234660662711
261	1405	0.8962176037020981
140	1558	0.5777371514122933
1376	1879	0.7736743823625147
683	1988	0.5880146743729711
140	2014	0.8207740429788828
1618	2182	0.9039629066828638
29	2274	0.28647379018366337
419	2357	0.9510561076458544
574	2404	0.6146027443464845
267	2577	0.46665144292637706
419	2583	0.6184489710722119
29	2646	0.21307196654379368
261	2822	0.7677280944772065
1618	2936	0.40733862039633095
140	2979	0.9307797681540251
1143	3051	0.9105380310211331
606	3092	0.8601302371826023
2404	3093	0.7368746479041874
196	3400	0.4334568837657571
1350	3407	0.978317144792527
683	3415	0.8473041716497391
2827	3415	0.5750336269848049
1879	3553	0.8719889384228736
2822	3606	0.7241514262277633
3541	3646	0.7124921719077975
2404	3737	0.8986700733657926
1352	3745	0.8805459865834564
267	3747	0.8627117485739291
1143	3962	0.7192496201023459
3747	4025	0.7050418036524206
1350	4222	0.8375256285071373
29	4421	0.89910918334499
3606	4480	0.2852678319904953
4421	4483	0.9571363311260939
1618	4794	0.673240534728393
196	4869	0.6464116889983416
267	4869	0.6612717669922858
3646	5005	0.7973116948269308
574	5034	0.263982558157295
1376	5072	0.9981137758586556
683	5092	0.6925051468424499
5051	5092	0.6809966289438307
3051	5134	0.7112840365152806
3747	5134	0.931636602152139
186	5685	0.7544817253947258
261	5719	0.5376742705702782
4262	5832	0.7430427805520594
189	6049	0.8972288176883012
1414	6051	0.9644333806354553
4794	6131	0.6289412963669747
535	6182	0.6108308858238161
1879	6243	0.9481890767347068
535	6319	0.9869943801313639
4869	6505	0.9153602498117834
29	6633	0.6557468769606203
632	6633	0.8980510195251554
29	6687	0.4707120540551841
1414	7121	0.9990724578965455
6135	7283	0.9305840379092842
6319	7283	0.9771776096895337
267	7287	0.973509258357808
189	7516	0.9967171759344637
6319	7552	0.47537047462537885
3745	7748	0.749908144120127
4226	7748	0.7584417599719018
2827	8016	0.39170366059988737
3745	8055	0.737556163687259
29	8190	0.6803472633473575
7283	8283	0.8650579638779163
3415	8326	0.5970642485190183
535	8328	0.7610683930106461
606	8328	0.7062797101680189
3541	8450	0.7426369707100093
5719	8542	0.7048565517179668
29	8590	0.9812712701968849
29	8653	0.8683569973800331
261	8653	0.8754371290560812
6182	8709	0.6821727761998773
574	8712	0.7379883599933237
606	8835	0.7431603965815157
5832	8993	0.520454806741327
186	9085	0.5217249412089586
267	9177	0.8973822679836303
8423	9374	0.8954265315551311
1376	9464	0.8572701334487647
1618	9531	0.9258707063272595
1414	9580	0.8308827835135162
4025	9580	0.6830303883180022
1143	9785	0.827153897844255
6131	9785	0.7508494437206537
2513	9870	0.9454903316218406
9580	10512	0.984375674976036
1879	10795	0.9552939753048122
10451	10825	0.553294531069696
1414	10839	0.9985739039257169
1376	10894	0.9316701905336231
9580	10894	0.9759898304473609
4441	11260	0.6795522873289883
2404	11267	0.644190268125385
1405	11313	0.822664882754907
3093	11348	0.447154886322096
5092	11397	0.4198033595457673
3092	11576	0.5088648302480578
632	11637	0.8277471747715026
1558	11725	0.40794008248485625
8542	11829	0.5728817817289382
186	11839	0.3400941174477339
2014	11964	0.9388914147857577
4441	11964	0.8295295261777937
1352	12011	0.7367460457608104
3553	12011	0.9760579366702586
8283	12013	0.3257004788611084
8835	12013	0.4912790576927364
3553	12209	0.41923832963220775
574	12380	0.20018587657250464
6319	12394	0.6088509340770543
8835	12560	0.5762112839147449
261	12603	0.7159338661003858
1275	12635	0.45650714938528836
4483	12804	0.6587426420301199
10825	12839	0.7793218651786447
11313	12839	0.6018120376393199
29	13256	0.8890247480012476
1405	13277	0.7432274569291621
6049	13277	0.9112597857601941
8328	13284	0.9921990416478366
10451	13284	0.8129661621060222
3407	13500	0.6177438320592046
12011	13501	0.9712075300049037
4262	13637	0.9573687866795808
8283	13663	0.9858258776366711
574	13665	0.836097800405696
5510	13665	0.31439447146840394
3407	13842	0.5305870668962598
2182	13847	0.9279973760712892
5005	13847	0.9063886636868119
6687	13868	0.6735295769758523
4794	13948	0.8206562274135649
7516	13977	0.4655197898391634
872	14147	0.972955702804029
189	14254	0.5410753895994276
140	14359	0.7714910483919084
