Start	End	Weight
122	353	0.8398224387783557
122	1223	0.9193601249717176
122	1736	0.9757146274205297
361	1736	0.9838578919880092
122	1791	0.6567761464975774
361	1897	0.9210546019021422
122	2047	0.7018482149578631
353	2496	0.8026297988835722
2604	2737	0.6708882539533079
361	3156	0.7793248875532299
2604	3170	0.7363019501790404
2047	3443	0.34421754837967455
1223	3845	0.9045383471529931
3170	3845	0.7822274761274457
1553	3941	0.8907366734929383
353	3965	0.5694069403689355
2098	4022	0.8021019373554736
361	4283	0.9715290975291282
361	4557	0.7850478463806212
2666	4607	0.931133970618248
353	4718	0.9329738123342395
361	4720	0.80002535530366
1897	4873	0.9739085142500699
3965	4879	0.2222043212968856
4607	4888	0.5380604949314147
3845	5058	0.6432822889182717
1223	5065	0.9917075072880834
3156	5225	0.7474722871556878
3170	5250	0.9865914203692228
4074	5251	0.9458098066970706
4873	5251	0.8620498941745609
5148	5385	0.9197717721108347
1897	5964	0.5999527568928897
5602	6192	0.417292412603274
5602	6585	0.6073860481847078
2098	6782	0.30637867539189756
353	7466	0.8261222855653614
122	7724	0.9805071395821869
1897	7902	0.7994856564328074
361	7967	0.6328186811879277
122	8081	0.897122654132545
6585	8569	0.7014670646749437
122	8576	0.8940379039850086
6585	8576	0.7221530545502901
353	8680	0.8405146806035191
3096	8680	0.48013485921546817
5251	8827	0.9889302370138466
353	9147	0.3997577524278313
4283	9223	0.9012051033787429
2604	9283	0.9106714781373739
5058	9578	0.4702308252453804
361	9724	0.9257443069946021
122	9884	0.7784101141151041
122	10088	0.4652271675877273
6585	10391	0.8635421143844724
2604	10470	0.5387666604947299
6585	10564	0.9037949189078063
4074	10969	0.7629504206124693
3965	11243	0.7648745370097458
1223	11326	0.6039220672100782
4888	11450	0.9463796166237444
1223	11574	0.7576847551390529
6192	11682	0.32315417332574725
353	11772	0.9593248285818845
2666	11772	0.9814893004950136
11574	11885	0.9163073876406997
122	11965	0.8687413209117949
6456	11965	0.4879736811853945
353	12012	0.14656867110170424
122	12330	0.7208609567023814
5385	12330	0.9078799088019878
4718	12452	0.47670360491611063
11965	12629	0.8840741522144526
4607	12790	0.3540601283311844
8680	12793	0.7221717156935483
10088	12809	0.5041226674802601
2666	13489	0.6149810277856886
12643	13489	0.8325600340031087
1736	14020	0.8888669619336724
1553	14403	0.334736191900447
2098	14658	0.8821055192966014
2604	14658	0.7693440853618085
1587	14785	0.7936704952735454
122	15094	0.815962903900072
12330	15114	0.5672730305232108
5952	15587	0.7323929951526225
5058	15589	0.608325975947082
9223	15589	0.5854475779924542
2839	15737	0.7986635640263557
11243	15863	0.5336083008442074
9223	16023	0.7926372769288719
11574	16065	0.5319637490902096
353	17435	0.7597230516839772
15094	17482	0.3829719515051693
14197	17492	0.9729292213451117
5065	17582	0.9244594818446785
353	17653	0.4129316711332649
5065	17750	0.8932686701882631
2098	17751	0.5458147583995014
10969	17780	0.7724845807533711
14785	17780	0.6631117861252278
8081	18248	0.9168462797533721
4720	18328	0.9865425070747733
17037	18328	0.6836957978084683
2098	18470	0.31090997089631855
5385	18932	0.9352291531395167
11561	18932	0.7022076831199229
5225	19026	0.7058286485262215
7258	19026	0.9690644007641822
5148	19272	0.8016110428143293
14197	19272	0.5921641706954688
353	19565	0.47363517293706536
7410	19565	0.513845982728526
1736	19601	0.7175060280133039
3996	19601	0.6565369616728276
1587	19716	0.9856773805804551
5952	19716	0.9888359918259084
2604	19875	0.6792302106041461
4873	20032	0.3652087494265288
5065	20272	0.6347621323075145
4607	20442	0.9176059968303889
5385	20607	0.8967928057536483
4720	20722	0.5703885331749916
5251	20940	0.7518914679531008
5148	21053	0.12163279950618744
1553	21372	0.7871861264575273
17582	21372	0.7797372320201248
4879	21606	0.33624795475043356
122	21612	0.20192536292597651
10088	21847	0.8861331311054528
17582	22416	0.74564756359905
11243	22650	0.383441514801234
20442	22701	0.7914571557193995
7410	22864	0.227168845012784
5602	22941	0.8908127103932202
361	22942	0.34002524125389755
1791	23178	0.6450560470111668
20145	23335	0.9130533735733479
14785	23587	0.4553614854812622
5225	23783	0.23653481691144407
23462	23783	0.39173164241947234
122	24046	0.6786467051133513
5385	24081	0.8092721938155591
19875	24096	0.38367229234427214
122	24112	0.6364971899893135
11243	24207	0.9409025558270514
10969	24415	0.01444717007689178
20389	24415	0.8418215361889452
20145	24474	0.37710566190071404
22864	24474	0.8417076917830855
10564	24963	0.7641187179833651
7902	24967	0.9543147697113454
11243	25088	0.5381248882040381
2047	25494	0.5623763005714864
24415	25494	0.9208227000199258
5385	26056	0.4222032455727458
11772	26257	0.5668987927492708
2604	26279	0.21109987003728747
1553	26560	0.5040662831161171
12809	26566	0.9991317056119442
20727	26699	0.8339278406929225
15589	26763	0.48435265803709626
13489	26884	0.784097661729902
353	26909	0.8539359918795526
23178	26909	0.8573696941602975
2098	26978	0.4536748994141817
18546	26978	0.6096713033039123
5385	27020	0.8052174595650285
1897	27164	0.698269177461043
2839	27164	0.7245438559912145
16023	27322	0.7770500925835222
2666	27431	0.8091861119028181
20727	27431	0.7197730308398604
122	27923	0.346742418827489
3170	28055	0.906830211635679
9946	28055	0.7391286233905703
3941	28286	0.5094420146197081
4879	28828	0.8340784851461649
8827	29328	0.990175795275718
4718	29429	0.6760685252957046
1553	29679	0.8246917254291475
11682	29730	0.7440556017681956
9946	29773	0.706817140802741
5058	29804	0.7605351391248405
