node_name	community
45	33
69	33
72	33
79	33
107	33
288	33
415	33
444	33
452	33
527	33
532	33
593	33
806	33
876	33
914	33
974	33
1262	33
1335	33
1462	33
1486	33
1515	33
1536	33
1559	33
1561	33
1588	33
1659	33
1679	33
1701	33
1743	33
1794	33
2071	33
2119	33
2284	33
2334	33
2369	33
2472	33
2515	33
2715	33
2999	33
3011	33
3055	33
3059	33
3086	33
3150	33
3588	33
3623	33
3925	33
3974	33
4034	33
4069	33
4321	33
4367	33
4408	33
4617	33
4622	33
4726	33
4765	33
4788	33
4797	33
4804	33
4830	33
4973	33
5022	33
5081	33
5272	33
5289	33
5366	33
5434	33
5788	33
5994	33
6036	33
6060	33
6074	33
6250	33
6312	33
6362	33
6405	33
6594	33
6803	33
6930	33
6938	33
6950	33
7042	33
7106	33
7588	33
7814	33
7836	33
7858	33
7884	33
7924	33
7984	33
8010	33
8023	33
8062	33
8135	33
8178	33
8258	33
8330	33
8374	33
8663	33
8678	33
8682	33
8707	33
8741	33
9036	33
9105	33
9127	33
9365	33
9456	33
9566	33
9710	33
9867	33
9895	33
10016	33
10035	33
10099	33
10177	33
10245	33
10325	33
10445	33
10461	33
10637	33
10644	33
10697	33
10788	33
10829	33
10889	33
10925	33
10948	33
10960	33
11003	33
11325	33
11462	33
11558	33
11747	33
11781	33
11911	33
11941	33
11988	33
12021	33
12110	33
12233	33
12247	33
12437	33
12457	33
12483	33
12515	33
12655	33
12704	33
12875	33
12941	33
12945	33
13018	33
13060	33
13074	33
13228	33
13288	33
13306	33
13419	33
13464	33
13731	33
13785	33
13908	33
13988	33
14137	33
14155	33
14228	33
14252	33
14458	33
14492	33
14591	33
14646	33
14664	33
14692	33
14963	33
14977	33
15018	33
15063	33
15158	33
15305	33
15358	33
15389	33
15435	33
15481	33
15702	33
15825	33
15857	33
15867	33
15880	33
16032	33
16046	33
16099	33
16198	33
16245	33
16311	33
16371	33
16476	33
16507	33
16520	33
16640	33
16702	33
16732	33
16986	33
17309	33
17317	33
17349	33
17383	33
17574	33
17645	33
17708	33
17847	33
17943	33
18000	33
18039	33
18114	33
18157	33
18200	33
18255	33
18270	33
18316	33
18350	33
18533	33
18586	33
18672	33
18874	33
18993	33
19034	33
19156	33
19193	33
19219	33
19247	33
19284	33
19335	33
19502	33
19592	33
19636	33
19675	33
19721	33
19839	33
19931	33
20080	33
20107	33
20164	33
20337	33
20365	33
20420	33
20645	33
20658	33
20691	33
20693	33
20695	33
20749	33
20764	33
20810	33
21111	33
21222	33
21232	33
21234	33
21459	33
21616	33
21699	33
21736	33
21767	33
21788	33
21790	33
21806	33
21857	33
22046	33
22060	33
22223	33
22346	33
22392	33
22395	33
22492	33
22553	33
22618	33
22702	33
22750	33
22932	33
23117	33
23245	33
23313	33
23367	33
23519	33
23721	33
23727	33
23763	33
23784	33
23792	33
23828	33
23939	33
23954	33
24031	33
24084	33
24117	33
24340	33
24423	33
24429	33
24436	33
24498	33
24548	33
24697	33
24713	33
24769	33
24800	33
24814	33
24860	33
24900	33
24953	33
25067	33
25162	33
25208	33
25318	33
25578	33
25751	33
25799	33
25838	33
25840	33
25873	33
25930	33
26016	33
26044	33
26140	33
26255	33
26264	33
26308	33
26311	33
26389	33
26491	33
26659	33
26700	33
26793	33
26817	33
26853	33
26995	33
27039	33
27071	33
27174	33
27196	33
27211	33
27229	33
27290	33
27304	33
27310	33
27461	33
27495	33
27721	33
27765	33
27803	33
27806	33
27851	33
27859	33
27897	33
27944	33
27995	33
28097	33
28192	33
28303	33
28452	33
28494	33
28576	33
28662	33
28683	33
28892	33
28987	33
29082	33
29147	33
29160	33
29188	33
29211	33
29231	33
29303	33
29355	33
29406	33
29518	33
29586	33
29693	33
29889	33
29902	33
