node_name	community
53	39
265	39
379	39
406	39
730	39
1217	39
1319	39
1331	39
1357	39
1440	39
1576	39
1616	39
1678	39
1683	39
1995	39
2017	39
2257	39
2384	39
2457	39
2518	39
2559	39
2630	39
2712	39
2829	39
2990	39
3057	39
3066	39
3159	39
3262	39
3366	39
3383	39
3398	39
3467	39
3554	39
3610	39
3689	39
4002	39
4148	39
4298	39
4309	39
4322	39
4407	39
4525	39
4775	39
5149	39
5202	39
5287	39
5310	39
5596	39
5694	39
5762	39
5864	39
5887	39
6097	39
6445	39
6613	39
6679	39
6818	39
6966	39
7227	39
7335	39
7592	39
7878	39
7890	39
7907	39
8058	39
8079	39
8106	39
8161	39
8252	39
8260	39
8266	39
8397	39
8498	39
8615	39
8786	39
8792	39
8841	39
9004	39
9165	39
9282	39
9379	39
9583	39
9857	39
9887	39
9918	39
9922	39
10210	39
10328	39
10460	39
10583	39
10789	39
10807	39
11044	39
11188	39
11381	39
11437	39
11528	39
11667	39
11900	39
12081	39
12114	39
12185	39
12222	39
12346	39
12478	39
12666	39
12693	39
12987	39
13046	39
13117	39
13398	39
13425	39
13452	39
13460	39
13844	39
14260	39
14588	39
14652	39
14687	39
14744	39
15402	39
15657	39
15982	39
16157	39
16541	39
16647	39
16780	39
16942	39
17025	39
17112	39
17127	39
17187	39
17208	39
17491	39
17564	39
17613	39
17647	39
17776	39
17895	39
18035	39
18267	39
18661	39
18773	39
19041	39
19064	39
19067	39
19110	39
19292	39
19417	39
19433	39
19533	39
19780	39
19860	39
19910	39
20358	39
20447	39
20686	39
20769	39
20818	39
20820	39
20857	39
21015	39
21050	39
21185	39
21515	39
21556	39
21860	39
21903	39
21959	39
21988	39
22284	39
22559	39
22569	39
22728	39
22833	39
22988	39
23207	39
23237	39
23390	39
23494	39
23613	39
23690	39
23740	39
24002	39
24628	39
24728	39
24803	39
24829	39
24979	39
24987	39
25174	39
25322	39
25520	39
25571	39
25996	39
26033	39
26357	39
26384	39
26493	39
26589	39
26598	39
26611	39
26682	39
26843	39
26942	39
27061	39
27090	39
27338	39
27584	39
27792	39
27814	39
27927	39
28141	39
28306	39
28693	39
28893	39
29009	39
29045	39
29061	39
29190	39
29311	39
29350	39
29581	39
29678	39
29760	39
