node_name	community
131	74
157	74
410	74
438	74
545	74
702	74
713	74
1112	74
1132	74
1284	74
1566	74
1583	74
1722	74
1759	74
1946	74
2037	74
2110	74
2265	74
2387	74
2663	74
2893	74
2996	74
3003	74
3127	74
3343	74
3490	74
3612	74
3733	74
3761	74
4132	74
4260	74
4261	74
4448	74
4536	74
4586	74
5048	74
5573	74
5884	74
6552	74
6743	74
6787	74
6825	74
7355	74
7436	74
7473	74
7493	74
7538	74
7717	74
7940	74
8005	74
8038	74
8203	74
8329	74
8549	74
8638	74
8784	74
8815	74
8867	74
9033	74
9227	74
9297	74
9381	74
9454	74
9828	74
9996	74
10104	74
10578	74
10806	74
11265	74
11447	74
11466	74
11640	74
11671	74
12351	74
12468	74
12647	74
12702	74
13036	74
13424	74
13688	74
13763	74
13825	74
13939	74
14000	74
14302	74
14356	74
14411	74
14568	74
14729	74
14951	74
15117	74
15127	74
15147	74
15246	74
15289	74
15414	74
15542	74
15561	74
15719	74
15726	74
15770	74
15836	74
15841	74
15882	74
16411	74
16669	74
16804	74
16938	74
16998	74
17010	74
17022	74
17051	74
17228	74
17827	74
18014	74
18018	74
18147	74
18192	74
18261	74
18309	74
18448	74
18724	74
18738	74
18958	74
19037	74
19462	74
19816	74
19907	74
19977	74
20115	74
20285	74
20530	74
20633	74
20790	74
20914	74
21034	74
21035	74
21061	74
21528	74
21655	74
21955	74
22125	74
22174	74
22184	74
22221	74
22231	74
22577	74
22582	74
22595	74
22740	74
22792	74
22907	74
23037	74
23062	74
23154	74
23182	74
23560	74
23596	74
23943	74
24054	74
24372	74
24513	74
24727	74
24848	74
25249	74
25482	74
25502	74
25720	74
25740	74
25801	74
25837	74
26111	74
26273	74
26341	74
26571	74
26653	74
27267	74
27494	74
27602	74
27914	74
28072	74
28125	74
28234	74
28704	74
28755	74
28757	74
28774	74
29062	74
29484	74
29685	74
29723	74
29765	74
29792	74
29911	74
29944	74
29978	74
