node_name	community
80	55
271	55
380	55
456	55
570	55
608	55
774	55
795	55
953	55
962	55
1267	55
1288	55
1770	55
1812	55
1964	55
2626	55
3339	55
3357	55
3359	55
3755	55
3986	55
4099	55
4805	55
4837	55
4861	55
4886	55
5286	55
5334	55
5634	55
5782	55
5831	55
6002	55
6089	55
6175	55
6292	55
6350	55
6668	55
6676	55
6691	55
6835	55
6867	55
7061	55
7120	55
7139	55
7201	55
7418	55
7536	55
7542	55
7548	55
7598	55
7820	55
7900	55
8032	55
8165	55
8186	55
8593	55
8891	55
8974	55
9046	55
9137	55
9288	55
9306	55
9405	55
9513	55
9574	55
9712	55
9960	55
10140	55
10472	55
10710	55
10915	55
11062	55
11162	55
11245	55
11476	55
11526	55
11700	55
11810	55
11935	55
11969	55
12070	55
12120	55
12234	55
12472	55
12487	55
12488	55
12574	55
12636	55
12823	55
12851	55
12868	55
12899	55
13020	55
13091	55
13332	55
13336	55
13482	55
13556	55
13775	55
13942	55
13995	55
14205	55
14241	55
14386	55
14478	55
14567	55
14615	55
14722	55
14796	55
14890	55
15132	55
15502	55
15598	55
15648	55
15699	55
15874	55
15889	55
16069	55
16194	55
16453	55
16456	55
16464	55
16466	55
16643	55
16821	55
17103	55
17107	55
17437	55
17547	55
17562	55
17997	55
18008	55
18118	55
18202	55
18222	55
18284	55
18367	55
18375	55
18412	55
18575	55
18792	55
19149	55
19194	55
19345	55
19615	55
19623	55
19756	55
19825	55
19946	55
19948	55
20209	55
20539	55
20561	55
20604	55
20707	55
20721	55
20742	55
20744	55
20807	55
20927	55
20973	55
21008	55
21133	55
21178	55
21300	55
21368	55
21526	55
21566	55
21697	55
21777	55
21794	55
21979	55
22009	55
22233	55
22275	55
22471	55
22634	55
22679	55
22841	55
22887	55
22994	55
23164	55
23350	55
23425	55
23437	55
23621	55
23714	55
23718	55
23719	55
23753	55
23760	55
23953	55
24048	55
24211	55
24307	55
24391	55
24462	55
24954	55
24972	55
25010	55
25349	55
25361	55
25428	55
25709	55
25964	55
26040	55
26346	55
26470	55
26542	55
26603	55
26732	55
26739	55
26750	55
26888	55
26912	55
26969	55
27041	55
27099	55
27209	55
27237	55
27250	55
27256	55
27548	55
27949	55
27974	55
28083	55
28228	55
28291	55
28328	55
28361	55
28393	55
28402	55
28501	55
28787	55
28794	55
28816	55
29096	55
29775	55
