node_name	community
245	99
383	99
732	99
998	99
1122	99
1145	99
1273	99
1293	99
1310	99
1367	99
1527	99
1598	99
1645	99
2184	99
2425	99
2636	99
2985	99
3232	99
3543	99
3631	99
3765	99
3808	99
3825	99
4115	99
4134	99
4360	99
4425	99
4458	99
4878	99
4914	99
5298	99
5367	99
5538	99
5697	99
6236	99
6297	99
6401	99
6565	99
6731	99
6766	99
6995	99
7033	99
7065	99
7082	99
7316	99
7590	99
7791	99
7801	99
7803	99
7950	99
8084	99
8182	99
8205	99
8220	99
8268	99
8410	99
8444	99
8510	99
8672	99
8724	99
8849	99
8894	99
8975	99
9184	99
9530	99
9697	99
9735	99
9791	99
9901	99
9953	99
10018	99
10079	99
10380	99
10407	99
10431	99
10452	99
10497	99
10740	99
10826	99
10841	99
10978	99
11149	99
11337	99
11345	99
11378	99
11423	99
11459	99
11771	99
11789	99
12057	99
12211	99
12418	99
12462	99
12519	99
12662	99
12667	99
12784	99
12799	99
12938	99
13182	99
13367	99
13426	99
13552	99
13600	99
13694	99
13705	99
13812	99
13826	99
13834	99
14010	99
14206	99
14207	99
14262	99
14352	99
14483	99
14487	99
14618	99
14649	99
14671	99
14809	99
15145	99
15281	99
15448	99
15465	99
15512	99
15567	99
15597	99
15693	99
15943	99
15975	99
16252	99
16309	99
16477	99
16641	99
16714	99
17157	99
17323	99
17485	99
17745	99
17973	99
18064	99
18068	99
18187	99
18191	99
18289	99
18327	99
18482	99
18592	99
18632	99
18754	99
18797	99
18906	99
19089	99
19129	99
19204	99
19388	99
19396	99
19408	99
19515	99
19657	99
19693	99
19736	99
19874	99
20319	99
20513	99
20666	99
20781	99
20829	99
20954	99
21196	99
21388	99
21746	99
21778	99
21845	99
22169	99
22458	99
22587	99
22613	99
22696	99
22766	99
22856	99
23110	99
23201	99
23265	99
23308	99
23320	99
23426	99
23506	99
23515	99
23628	99
23703	99
23746	99
23770	99
23972	99
24277	99
24314	99
24589	99
24629	99
24654	99
24726	99
24851	99
24855	99
24895	99
24902	99
24936	99
25045	99
25047	99
25087	99
25188	99
25196	99
25239	99
25250	99
25397	99
25504	99
25670	99
25696	99
25834	99
25884	99
26038	99
26189	99
26202	99
26380	99
26776	99
26803	99
26891	99
27106	99
27305	99
27376	99
27486	99
27499	99
27515	99
27629	99
27761	99
27783	99
28091	99
28129	99
28216	99
28412	99
29209	99
29347	99
29392	99
29794	99
29897	99
