node_name	community
162	83
308	83
386	83
403	83
427	83
842	83
1034	83
1107	83
1131	83
1182	83
1428	83
1465	83
1622	83
1816	83
1852	83
1868	83
1874	83
2021	83
2031	83
2305	83
2312	83
2464	83
2578	83
2603	83
2664	83
2705	83
2845	83
3139	83
3403	83
3427	83
3548	83
3662	83
3779	83
3816	83
3968	83
4021	83
4233	83
4296	83
4395	83
4422	83
4537	83
4548	83
4657	83
4756	83
4868	83
5057	83
5297	83
5311	83
5331	83
5462	83
5739	83
5773	83
5917	83
5927	83
6094	83
6519	83
6522	83
6559	83
6649	83
6715	83
6783	83
6834	83
6944	83
7174	83
7491	83
7494	83
7514	83
7566	83
7867	83
7919	83
8003	83
8042	83
8495	83
8688	83
8721	83
9002	83
9142	83
9355	83
9398	83
9414	83
9475	83
9638	83
9653	83
9799	83
9873	83
10118	83
10193	83
10334	83
10367	83
10426	83
10428	83
10440	83
10476	83
10517	83
10828	83
10834	83
11011	83
11046	83
11054	83
11132	83
11310	83
11416	83
11592	83
11753	83
12125	83
12377	83
12445	83
12595	83
12919	83
12963	83
13019	83
13310	83
13442	83
13529	83
13546	83
13691	83
13761	83
13845	83
13878	83
14152	83
14222	83
14268	83
14310	83
14311	83
14409	83
14426	83
14450	83
14525	83
14610	83
14717	83
14769	83
14775	83
14876	83
15192	83
15284	83
15398	83
15467	83
15515	83
15678	83
15926	83
15970	83
16039	83
16165	83
16182	83
16449	83
16583	83
16622	83
16624	83
16662	83
16782	83
16783	83
16870	83
16874	83
17097	83
17161	83
17182	83
17269	83
17331	83
17355	83
17565	83
17624	83
17632	83
17814	83
17817	83
18188	83
18263	83
18400	83
18408	83
18557	83
18570	83
18593	83
18673	83
18688	83
18712	83
18739	83
18740	83
18933	83
18937	83
19187	83
19235	83
19359	83
19481	83
19534	83
19556	83
19581	83
20029	83
20122	83
20361	83
20376	83
20616	83
20812	83
21012	83
21127	83
21327	83
21472	83
21641	83
21796	83
21849	83
21867	83
22638	83
22843	83
22869	83
22935	83
22995	83
23071	83
23107	83
23111	83
23299	83
23360	83
23496	83
23497	83
23605	83
23622	83
23691	83
23808	83
23952	83
23971	83
24119	83
24233	83
24319	83
24434	83
24595	83
24983	83
25150	83
25514	83
25708	83
25721	83
25725	83
25869	83
25973	83
26141	83
26299	83
26425	83
26512	83
26617	83
26819	83
26860	83
26890	83
26982	83
27013	83
27066	83
27140	83
27357	83
27483	83
27733	83
27845	83
27953	83
28024	83
28085	83
28108	83
28462	83
28638	83
28798	83
28915	83
28938	83
28980	83
29338	83
29491	83
29510	83
29565	83
29645	83
29821	83
