node_name	community
87	59
175	59
215	59
229	59
394	59
466	59
620	59
836	59
866	59
977	59
1042	59
1325	59
1398	59
1423	59
1447	59
1449	59
1476	59
1653	59
1765	59
1912	59
2053	59
2172	59
2349	59
2372	59
2609	59
2711	59
2930	59
3153	59
3172	59
3215	59
3717	59
3730	59
3893	59
4145	59
4161	59
4342	59
4381	59
4637	59
4638	59
4659	59
4673	59
4699	59
4811	59
4842	59
4915	59
4972	59
4995	59
5163	59
5259	59
5453	59
5539	59
5636	59
5699	59
5714	59
5733	59
5890	59
5899	59
6161	59
6257	59
6629	59
6654	59
6693	59
6768	59
6862	59
6904	59
6921	59
7098	59
7469	59
7770	59
7863	59
8015	59
8020	59
8285	59
8430	59
8473	59
8674	59
8697	59
8757	59
8903	59
8930	59
8939	59
8968	59
9151	59
9317	59
9382	59
9465	59
9532	59
9534	59
9639	59
9772	59
10295	59
10713	59
10781	59
10812	59
11291	59
11448	59
11449	59
11453	59
11556	59
11795	59
11823	59
11894	59
11919	59
12030	59
12052	59
12217	59
12280	59
12371	59
12622	59
12677	59
12714	59
12885	59
12985	59
13017	59
13723	59
13746	59
13902	59
13982	59
13984	59
14485	59
14496	59
14590	59
14630	59
14716	59
15042	59
15126	59
15207	59
15344	59
15715	59
16021	59
16073	59
16081	59
16112	59
16204	59
16425	59
16542	59
16696	59
16762	59
16822	59
16854	59
16882	59
16970	59
16996	59
17122	59
17178	59
17245	59
17249	59
17389	59
17664	59
18101	59
18190	59
18218	59
18445	59
18464	59
18590	59
18885	59
19153	59
19364	59
19522	59
19561	59
19573	59
19811	59
19864	59
20102	59
20119	59
20229	59
20237	59
20729	59
20912	59
21006	59
21316	59
21363	59
21552	59
21587	59
21624	59
21634	59
21822	59
21921	59
21964	59
22044	59
22332	59
22377	59
22403	59
22446	59
22591	59
22847	59
22954	59
23214	59
23319	59
23357	59
23674	59
23775	59
23902	59
23966	59
24190	59
24267	59
24341	59
24486	59
24532	59
25152	59
25236	59
25469	59
25692	59
25716	59
25730	59
25975	59
26028	59
26108	59
26135	59
26144	59
26265	59
26448	59
26536	59
27011	59
27103	59
27197	59
27368	59
27392	59
27677	59
28094	59
28259	59
28486	59
28606	59
28732	59
28749	59
28970	59
28982	59
28984	59
28986	59
29058	59
29411	59
29951	59
