node_name	community
58	43
349	43
455	43
502	43
520	43
596	43
910	43
1133	43
1155	43
2163	43
2316	43
2492	43
2493	43
3023	43
3158	43
3161	43
3414	43
3580	43
3915	43
3987	43
4064	43
4168	43
4303	43
4384	43
4464	43
4669	43
5236	43
5406	43
5655	43
5746	43
6013	43
6038	43
6147	43
6277	43
6290	43
6384	43
6709	43
6813	43
6841	43
6858	43
6929	43
7148	43
7241	43
7270	43
7399	43
7577	43
7583	43
7639	43
7756	43
7860	43
7991	43
8223	43
8658	43
9112	43
9993	43
10052	43
10252	43
10267	43
10482	43
11058	43
11156	43
11283	43
11471	43
11474	43
11523	43
11763	43
11859	43
12056	43
12111	43
12118	43
12338	43
12392	43
12492	43
12512	43
12567	43
12608	43
12705	43
12821	43
13031	43
13080	43
13207	43
13295	43
13357	43
13630	43
13885	43
14029	43
14385	43
14399	43
14421	43
14566	43
14631	43
14760	43
14773	43
14858	43
14883	43
15237	43
15288	43
15373	43
15399	43
15628	43
15762	43
15799	43
16124	43
16253	43
16502	43
16659	43
16957	43
17030	43
17129	43
17359	43
17612	43
17681	43
17682	43
18116	43
18209	43
18487	43
18648	43
18669	43
18745	43
18837	43
19072	43
19075	43
19589	43
20199	43
20374	43
20524	43
20869	43
21140	43
21180	43
21224	43
21262	43
21435	43
21986	43
22096	43
22246	43
22525	43
22551	43
22610	43
22652	43
22817	43
23068	43
23254	43
23806	43
23837	43
23866	43
23885	43
24165	43
24470	43
24643	43
24712	43
24771	43
24794	43
24866	43
24977	43
24978	43
25079	43
25378	43
25389	43
25525	43
25631	43
25666	43
25773	43
25876	43
26073	43
26121	43
26236	43
26424	43
26539	43
26955	43
27756	43
27970	43
28065	43
28146	43
28172	43
28217	43
28489	43
28705	43
28889	43
29330	43
29461	43
29479	43
29580	43
29783	43
29982	43
