node_name	community
14	14
41	14
66	14
126	14
211	14
259	14
588	14
628	14
711	14
733	14
1147	14
1148	14
1200	14
1227	14
1285	14
1379	14
1665	14
1739	14
1815	14
1836	14
1845	14
1980	14
2162	14
2335	14
2545	14
2580	14
2704	14
2797	14
3165	14
3184	14
3502	14
3535	14
3686	14
3888	14
3889	14
4273	14
4406	14
4553	14
4865	14
5077	14
5083	14
5107	14
5141	14
5161	14
5191	14
5396	14
5446	14
5556	14
5628	14
5713	14
5725	14
5858	14
5861	14
5941	14
5961	14
5973	14
6144	14
6156	14
6260	14
6281	14
6523	14
6544	14
6696	14
6735	14
6764	14
8294	14
8445	14
8693	14
8700	14
8705	14
8763	14
8781	14
8822	14
8886	14
8912	14
8973	14
9155	14
9167	14
9249	14
9270	14
9593	14
9608	14
9810	14
9871	14
9896	14
9983	14
10167	14
10305	14
10412	14
10467	14
10471	14
10576	14
10580	14
10612	14
10749	14
10862	14
10874	14
11009	14
11029	14
11035	14
11063	14
11123	14
11862	14
11875	14
12216	14
12237	14
12302	14
12315	14
12412	14
12482	14
12531	14
12637	14
13043	14
13056	14
13386	14
13609	14
13628	14
13646	14
13947	14
13963	14
14012	14
14180	14
14220	14
14650	14
14805	14
14816	14
15120	14
15124	14
15142	14
15200	14
15234	14
15250	14
15252	14
15474	14
15626	14
15630	14
15694	14
15869	14
15965	14
16009	14
16117	14
16307	14
16412	14
16470	14
16500	14
16676	14
16720	14
17050	14
17068	14
17131	14
17218	14
17307	14
17486	14
17587	14
17802	14
17845	14
18084	14
18125	14
18338	14
18424	14
18498	14
18595	14
18835	14
18948	14
18955	14
19209	14
19232	14
19280	14
19383	14
19537	14
19607	14
19728	14
19890	14
20020	14
20111	14
20409	14
20568	14
20600	14
20619	14
20623	14
20660	14
20837	14
20937	14
21039	14
21047	14
21135	14
21239	14
21395	14
21445	14
21450	14
21626	14
21679	14
21689	14
21807	14
21931	14
21989	14
22153	14
22518	14
22745	14
22846	14
23033	14
23121	14
23229	14
23258	14
23387	14
23444	14
23609	14
24012	14
24113	14
24130	14
24284	14
24355	14
24560	14
24696	14
24808	14
24913	14
24925	14
24984	14
25116	14
25161	14
25194	14
25356	14
25510	14
25629	14
26045	14
26375	14
26428	14
26505	14
26876	14
27077	14
27292	14
27524	14
27590	14
27669	14
27700	14
27804	14
28004	14
28005	14
28134	14
28212	14
28239	14
28438	14
28508	14
28931	14
29060	14
29146	14
29164	14
29175	14
29192	14
29216	14
29340	14
29560	14
29646	14
29735	14
29924	14
29959	14
29964	14
29966	14
