node_name	community
21	18
290	18
411	18
508	18
528	18
786	18
819	18
884	18
1009	18
1011	18
1123	18
1344	18
1471	18
1497	18
1692	18
1888	18
1896	18
1994	18
2032	18
2076	18
2199	18
2298	18
2314	18
2320	18
2386	18
2598	18
2744	18
2820	18
2950	18
3076	18
3187	18
3506	18
3600	18
3783	18
3837	18
4040	18
4324	18
4490	18
4558	18
4642	18
4812	18
5391	18
5435	18
5470	18
5691	18
5854	18
6050	18
6098	18
6117	18
6121	18
6546	18
6623	18
6680	18
6759	18
6772	18
6869	18
6916	18
6920	18
6941	18
7007	18
7332	18
7370	18
7617	18
7735	18
7826	18
7833	18
7986	18
7992	18
8065	18
8341	18
8442	18
8610	18
8834	18
8964	18
9048	18
9204	18
9348	18
9376	18
9403	18
9500	18
9542	18
9576	18
9668	18
9703	18
9822	18
9964	18
10203	18
10286	18
10306	18
10371	18
10599	18
10603	18
11112	18
11236	18
11333	18
11389	18
11402	18
11594	18
11596	18
11961	18
12033	18
12295	18
12296	18
12323	18
12357	18
12387	18
12513	18
12679	18
12691	18
12855	18
13053	18
13249	18
13415	18
13432	18
13462	18
13483	18
13782	18
14328	18
14441	18
14448	18
14479	18
14557	18
14603	18
14619	18
14627	18
14877	18
14984	18
15077	18
15160	18
15181	18
15310	18
15549	18
15775	18
15809	18
15810	18
15989	18
16128	18
16488	18
16555	18
16566	18
16710	18
16741	18
16768	18
16799	18
16918	18
16973	18
17206	18
17338	18
17365	18
17697	18
17712	18
17968	18
18091	18
18106	18
18138	18
18399	18
18524	18
18576	18
18616	18
18886	18
19006	18
19181	18
19224	18
19368	18
19405	18
19453	18
19558	18
19676	18
19753	18
20134	18
20218	18
20308	18
20553	18
21016	18
21292	18
21349	18
21797	18
21823	18
21839	18
21990	18
22041	18
22136	18
22219	18
22412	18
22599	18
22707	18
22770	18
22821	18
22922	18
23029	18
23649	18
24167	18
24201	18
24210	18
24235	18
24240	18
24410	18
24424	18
24469	18
24473	18
24922	18
24973	18
25074	18
25323	18
25573	18
25820	18
26126	18
26127	18
26403	18
26412	18
26447	18
26549	18
26553	18
26759	18
26901	18
27038	18
27081	18
27165	18
27170	18
27462	18
27559	18
27691	18
27708	18
27822	18
27864	18
27890	18
28010	18
28123	18
28144	18
28352	18
28514	18
28611	18
28817	18
28847	18
29197	18
29271	18
29307	18
29494	18
29502	18
29522	18
29718	18
29779	18
29781	18
29921	18
