node_name	community
176	87
601	87
827	87
830	87
1212	87
1373	87
1378	87
1406	87
1491	87
1612	87
1651	87
1700	87
1702	87
1749	87
1755	87
2104	87
2111	87
2126	87
2164	87
2190	87
2490	87
2909	87
3062	87
3164	87
3226	87
3430	87
3518	87
3542	87
3763	87
3877	87
4440	87
4526	87
4567	87
4883	87
4905	87
5029	87
5210	87
5467	87
5578	87
5843	87
5956	87
5975	87
6046	87
6139	87
6142	87
6177	87
6420	87
6681	87
6721	87
6843	87
6958	87
6962	87
6980	87
7084	87
7360	87
7646	87
7676	87
7774	87
7781	87
7994	87
8044	87
8111	87
8250	87
8289	87
8557	87
8686	87
8689	87
8789	87
9057	87
9172	87
9267	87
9437	87
9563	87
9585	87
10021	87
10321	87
10436	87
10614	87
10772	87
10800	87
10835	87
10869	87
11103	87
11358	87
11438	87
11473	87
11539	87
11548	87
11557	87
11776	87
11796	87
11851	87
11939	87
12198	87
12279	87
12366	87
13012	87
13049	87
13140	87
13261	87
13265	87
13269	87
13331	87
13487	87
13608	87
13735	87
13865	87
14301	87
14486	87
14533	87
14654	87
14738	87
14967	87
14980	87
15021	87
15248	87
15257	87
15338	87
15608	87
15647	87
15787	87
15871	87
15932	87
16216	87
16217	87
16223	87
16727	87
16767	87
17217	87
17224	87
17380	87
17467	87
17586	87
17608	87
17636	87
17926	87
18042	87
18137	87
18142	87
18443	87
18629	87
18791	87
18825	87
18840	87
18905	87
18923	87
19039	87
19241	87
19307	87
19310	87
19321	87
19602	87
19765	87
19789	87
19885	87
19962	87
19991	87
20033	87
20240	87
20759	87
20984	87
21003	87
21082	87
21112	87
21229	87
21404	87
21439	87
21441	87
21477	87
21670	87
21926	87
21940	87
21942	87
22196	87
22311	87
22496	87
22683	87
22783	87
22964	87
23091	87
23395	87
23431	87
23564	87
23571	87
23594	87
23680	87
23687	87
23820	87
23859	87
23878	87
23978	87
24185	87
24192	87
24278	87
24351	87
24382	87
24393	87
24566	87
24787	87
24886	87
25021	87
25032	87
25063	87
25103	87
25104	87
25302	87
25317	87
25484	87
25902	87
26076	87
26188	87
26285	87
26534	87
26574	87
26738	87
26743	87
26760	87
26962	87
27095	87
27193	87
27240	87
27265	87
27406	87
27466	87
27703	87
27830	87
27836	87
27865	87
27979	87
28159	87
28289	87
28603	87
28747	87
29051	87
29281	87
29474	87
29505	87
29532	87
29644	87
29734	87
29753	87
29780	87
29788	87
29823	87
29984	87
