node_name	community
32	25
357	25
443	25
564	25
689	25
793	25
932	25
1138	25
1180	25
1277	25
1480	25
1516	25
1782	25
1825	25
1850	25
1913	25
1979	25
2169	25
2183	25
2264	25
2494	25
2607	25
2799	25
2835	25
2901	25
2997	25
3054	25
3099	25
3199	25
3217	25
3321	25
3405	25
3420	25
3440	25
3569	25
3627	25
3732	25
3773	25
3797	25
3811	25
3832	25
3892	25
4049	25
4172	25
4338	25
4349	25
4388	25
4447	25
4760	25
4935	25
4957	25
4989	25
5138	25
5186	25
5222	25
5271	25
5393	25
5422	25
5486	25
5548	25
5631	25
5807	25
6007	25
6052	25
6134	25
6149	25
6271	25
6294	25
6398	25
6404	25
6645	25
7019	25
7064	25
7186	25
7372	25
7405	25
7526	25
7645	25
8021	25
8063	25
8088	25
8243	25
8416	25
8710	25
8717	25
8782	25
9367	25
9482	25
9695	25
10275	25
10377	25
10520	25
10567	25
10632	25
10796	25
10802	25
10863	25
11045	25
11143	25
11197	25
11287	25
11498	25
11516	25
11656	25
12009	25
12035	25
12075	25
12087	25
12313	25
12505	25
12604	25
13159	25
13494	25
13841	25
13953	25
13975	25
14013	25
14046	25
14112	25
14237	25
14345	25
14353	25
14506	25
15167	25
15177	25
15214	25
15228	25
15357	25
15493	25
15547	25
15574	25
15588	25
15590	25
15856	25
16047	25
16086	25
16674	25
17015	25
17040	25
17117	25
17367	25
17650	25
17774	25
17784	25
17875	25
17906	25
18236	25
18287	25
18454	25
18619	25
18650	25
18927	25
19015	25
19109	25
19159	25
19192	25
19196	25
19242	25
19423	25
19548	25
19683	25
19723	25
19856	25
19887	25
19898	25
20041	25
20177	25
20192	25
20242	25
20243	25
20422	25
20608	25
20700	25
20733	25
20773	25
20796	25
20803	25
20883	25
20945	25
21067	25
21096	25
21202	25
21266	25
21386	25
21449	25
21547	25
21584	25
21691	25
21752	25
21844	25
21896	25
22013	25
22202	25
22238	25
22251	25
22310	25
22417	25
22624	25
22629	25
22661	25
22704	25
22763	25
22819	25
22933	25
22944	25
22971	25
23158	25
23486	25
23533	25
23926	25
24017	25
24127	25
24375	25
24789	25
24816	25
24877	25
25276	25
25339	25
25560	25
25577	25
25717	25
25980	25
26150	25
26286	25
26300	25
26446	25
26584	25
26710	25
26845	25
26855	25
26935	25
27004	25
27057	25
27141	25
27144	25
27744	25
27840	25
27876	25
28355	25
28360	25
28509	25
28586	25
28593	25
28607	25
28716	25
28825	25
28869	25
29131	25
29290	25
29873	25
29958	25
