node_name	community
134	75
1024	75
1248	75
1514	75
1635	75
1689	75
2222	75
2255	75
2258	75
2421	75
2934	75
3002	75
3119	75
3246	75
3640	75
4223	75
4232	75
4787	75
5559	75
5876	75
6034	75
6348	75
6373	75
6656	75
6884	75
6892	75
6895	75
6939	75
6956	75
7075	75
7354	75
7381	75
7841	75
9635	75
9649	75
9855	75
10264	75
10266	75
10395	75
11064	75
11384	75
11468	75
12064	75
12249	75
12433	75
12536	75
12611	75
13034	75
13801	75
14126	75
14178	75
14425	75
14962	75
15054	75
15153	75
15244	75
15891	75
15901	75
16596	75
16771	75
17993	75
18066	75
18490	75
18627	75
18746	75
19255	75
20283	75
20340	75
21562	75
21569	75
21881	75
22198	75
22308	75
22367	75
22801	75
23150	75
23337	75
23409	75
23472	75
23585	75
23670	75
23717	75
24531	75
25203	75
25408	75
25529	75
25615	75
25736	75
26078	75
26499	75
26939	75
27006	75
27246	75
27384	75
27434	75
27637	75
27732	75
28047	75
28093	75
28189	75
28330	75
28356	75
28701	75
28881	75
28946	75
29057	75
29370	75
29562	75
