node_name	community
51	37
63	37
106	37
190	37
224	37
335	37
402	37
447	37
669	37
678	37
728	37
816	37
818	37
895	37
965	37
1151	37
1162	37
1189	37
1289	37
1450	37
1705	37
1760	37
1890	37
1898	37
1956	37
2066	37
2128	37
2131	37
2197	37
2270	37
2321	37
2332	37
2339	37
2543	37
2572	37
2667	37
2834	37
2962	37
3120	37
3286	37
3320	37
3396	37
3475	37
3496	37
3560	37
3617	37
4160	37
4200	37
4308	37
4482	37
4572	37
4655	37
4763	37
4959	37
4991	37
5043	37
5160	37
5304	37
5537	37
5569	37
5744	37
5841	37
5906	37
5974	37
6391	37
6395	37
6451	37
6461	37
6515	37
6593	37
6716	37
6726	37
6762	37
6955	37
7021	37
7383	37
7636	37
7666	37
7699	37
7708	37
7709	37
7745	37
7828	37
7843	37
7942	37
8013	37
8187	37
8257	37
8462	37
8501	37
8788	37
8829	37
8935	37
8971	37
9216	37
9294	37
9335	37
9356	37
9439	37
9609	37
9745	37
9778	37
9882	37
10069	37
10326	37
10370	37
10433	37
10543	37
10647	37
10662	37
10686	37
10752	37
10768	37
10805	37
10909	37
10963	37
11038	37
11072	37
11187	37
11192	37
11254	37
11259	37
11363	37
11428	37
11429	37
11515	37
11551	37
11567	37
11621	37
11717	37
12083	37
12102	37
12518	37
12556	37
12765	37
12801	37
13185	37
13197	37
13203	37
13208	37
13325	37
13352	37
13416	37
13528	37
13633	37
13717	37
13741	37
13747	37
13903	37
13961	37
14014	37
14209	37
14218	37
14261	37
14331	37
14360	37
14464	37
14703	37
14867	37
14870	37
14888	37
14954	37
14975	37
15056	37
15499	37
15757	37
15946	37
16140	37
16154	37
16213	37
16516	37
16635	37
16778	37
16925	37
16944	37
17090	37
17186	37
17270	37
17284	37
17566	37
17735	37
17748	37
17792	37
17821	37
17916	37
17925	37
18166	37
18224	37
18335	37
18529	37
18565	37
18615	37
18742	37
18800	37
18801	37
18806	37
19016	37
19062	37
19226	37
19366	37
19386	37
19550	37
19588	37
19619	37
19655	37
19684	37
19888	37
19951	37
19980	37
20131	37
20172	37
20507	37
20602	37
20649	37
20925	37
21060	37
21201	37
21287	37
21348	37
21458	37
21469	37
21474	37
21481	37
21512	37
21709	37
21731	37
21801	37
21811	37
22016	37
22039	37
22081	37
22192	37
22200	37
22373	37
22405	37
22423	37
22452	37
22463	37
22574	37
22697	37
22845	37
22875	37
22883	37
22939	37
23021	37
23024	37
23050	37
23075	37
23157	37
23239	37
23330	37
23375	37
23577	37
23706	37
24203	37
24237	37
24405	37
24496	37
24511	37
24599	37
24647	37
24674	37
24706	37
24857	37
24869	37
24891	37
24903	37
24996	37
25149	37
25186	37
25366	37
25395	37
25410	37
25531	37
25777	37
25841	37
25881	37
25883	37
25918	37
25965	37
25977	37
25979	37
26048	37
26089	37
26113	37
26481	37
26620	37
26629	37
26634	37
26967	37
26975	37
26981	37
26993	37
27016	37
27130	37
27137	37
27181	37
27238	37
27336	37
27355	37
27532	37
27546	37
27574	37
27645	37
27829	37
27853	37
27877	37
27905	37
27916	37
28014	37
28158	37
28206	37
28232	37
28326	37
28331	37
28340	37
28424	37
28449	37
28650	37
28711	37
28717	37
28785	37
28831	37
28907	37
29002	37
29235	37
29342	37
29504	37
29604	37
29667	37
29683	37
29709	37
29740	37
29769	37
29797	37
29861	37
29901	37
