node_name	community
34	27
42	27
54	27
94	27
337	27
384	27
544	27
582	27
591	27
638	27
687	27
690	27
709	27
879	27
920	27
933	27
966	27
1386	27
1427	27
1437	27
1577	27
1763	27
1991	27
2198	27
2290	27
2364	27
2652	27
2736	27
2871	27
2900	27
2906	27
2938	27
2980	27
3046	27
3058	27
3106	27
3214	27
3408	27
3522	27
3671	27
3752	27
3931	27
3947	27
4008	27
4075	27
4112	27
4157	27
4265	27
4323	27
4417	27
4609	27
4634	27
4681	27
4816	27
4864	27
4925	27
4955	27
4983	27
5018	27
5027	27
5216	27
5383	27
5392	27
5407	27
5557	27
5614	27
5767	27
5820	27
5879	27
5938	27
5999	27
6006	27
6080	27
6102	27
6165	27
6214	27
6428	27
6663	27
6746	27
7073	27
7152	27
7175	27
7334	27
7656	27
7812	27
7887	27
7990	27
8267	27
8378	27
8453	27
8484	27
8774	27
8972	27
9043	27
9051	27
9124	27
9168	27
9170	27
9212	27
9380	27
9387	27
9423	27
9625	27
9670	27
9696	27
9888	27
9911	27
10149	27
10156	27
10255	27
10260	27
10356	27
10396	27
10554	27
10669	27
10721	27
10860	27
10871	27
10876	27
10999	27
11067	27
11167	27
11226	27
11346	27
11629	27
11678	27
11860	27
11884	27
11940	27
12005	27
12017	27
12152	27
12214	27
12294	27
12308	27
12310	27
12425	27
12464	27
12648	27
12727	27
12914	27
13209	27
13351	27
13379	27
13594	27
14167	27
14349	27
14365	27
14366	27
14451	27
14463	27
14571	27
14902	27
15002	27
15122	27
15347	27
15407	27
15436	27
15455	27
15509	27
15573	27
15677	27
15695	27
15725	27
15784	27
15788	27
16174	27
16230	27
16354	27
16590	27
17057	27
17079	27
17230	27
17236	27
17394	27
17395	27
17576	27
17620	27
17844	27
17961	27
17977	27
18009	27
18229	27
18294	27
18339	27
18361	27
18419	27
18428	27
18442	27
18460	27
18468	27
18476	27
18585	27
18832	27
18838	27
19057	27
19094	27
19095	27
19097	27
19302	27
19352	27
19478	27
19528	27
19531	27
19813	27
19913	27
19929	27
19934	27
19958	27
20057	27
20068	27
20312	27
20544	27
20664	27
20817	27
20819	27
20877	27
20948	27
20958	27
21027	27
21048	27
21051	27
21223	27
21260	27
21672	27
21783	27
21795	27
21893	27
21944	27
21980	27
22015	27
22027	27
22030	27
22092	27
22122	27
22342	27
22372	27
22409	27
22439	27
22473	27
22501	27
22593	27
22636	27
22669	27
22874	27
22904	27
22927	27
22958	27
23051	27
23765	27
23796	27
24020	27
24064	27
24076	27
24089	27
24106	27
24144	27
24175	27
24226	27
24562	27
24644	27
24668	27
24680	27
24742	27
25024	27
25283	27
25417	27
25543	27
25583	27
25625	27
25731	27
25781	27
25818	27
25875	27
25909	27
25934	27
25937	27
26063	27
26205	27
26310	27
26377	27
26545	27
26608	27
26790	27
26908	27
27151	27
27177	27
27220	27
27253	27
27289	27
27295	27
27354	27
27455	27
27541	27
27689	27
27846	27
27937	27
28112	27
28116	27
28178	27
28240	27
28379	27
28587	27
28601	27
28684	27
28776	27
28796	27
28812	27
28823	27
28898	27
28901	27
28940	27
28963	27
28968	27
29150	27
29248	27
29458	27
29477	27
29542	27
29549	27
29585	27
29608	27
29653	27
29844	27
29856	27
29878	27
